Pro_name,Pro_color,Cus_name,Rating,Title,Date,Review
iphone XR,Black,Nilotpal Sarkar,5,I phone XR,14-Jan-20,Very nice product
iphone XR,Black,Harikrishnan Vazhayil,5,Quality product!!,4-Oct-19,Quality product!!
iphone XR,Black,Santosh gupta,5,Nice phone,5-Mar-20,Nice mobile phone
iphone XR,Black,bodapatla R.,5,Excellent build quality,14-Dec-19,Best phone to buy
iphone XR,Black,Rohan Chaudhari,5,Iphone xr,22-Jul-19,Thank you Amazon...loved the phone
iphone XR,Black,Amazon Customer,5,Best phone,19-Oct-19,All in all a good product
iphone XR,Black,Capt.Arvind Kumar,5,Great value,9-Sep-19,Excellent
iphone XR,Black,Udayashankar T S,5,Worth buy,11-Oct-19,Excellent
iphone XR,Black,Amazon Customer,5,Nice,1-Mar-20,Very good
iphone XR,Black,Jithish,5,Excellent,3-Nov-19,Excellent
iphone XR,Black,alok mohan,5,Excellent,5-Nov-19,Excellent
iphone XR,Black,BIPLAB,4,Good product,13-Nov-19,Excellent
iphone XR,Black,Abhishek Jose,5,Excellent,6-Mar-20,Excellent
iphone XR,Black,Ekta verma,5,Excellent phone,22-Aug-19,Excellent
iphone XR,Black,AMIT KHOKHAR,5,Excellent,14-Sep-19,Excellent
iphone XR,Black,sunny,5,Good phone,7-Nov-19,Osm phone
iphone XR,Black,Amazon Customer,5,Nice,11-Feb-20,It¡¯s good
iphone XR,Black,Himanshu vaja,5,Nice product,21-Nov-19,Good one.
iphone XR,Black,Kushal,5,Worth money,26-Sep-19,Little bit of big in size
iphone XR,Black,Customer,5,I like to buy it,5-Nov-19,Excellent
iphone XR,Black,Nitin Kataria,5,Awesome phone and features,29-Nov-19,Awesome phone and battery backup is good
iphone XR,Black,Darshan g.,4,1,24-Jan-20,1
iphone XR,Black,abhishek,5,Good product,12-Aug-19,Worth the price
iphone XR,Black,Piyush Singh,5,Good purchase,19-Jul-19,The product is really good
iphone XR,Black,Amazon Customer,5,Xr,7-Oct-19,Perfect XR
iphone XR,Black,Aniket0072,5,Grt phone,20-Aug-19,Nothing dislike about this phone
iphone XR,Black,T SIVA KRISHNA,5,Just go for it.,14-Nov-19,Fantastic
iphone XR,Black,Ankit Walia,5,best,31-Oct-19,best
iphone XR,Black,Balaji,4,Ok,27-Oct-19,Ok
iphone XR,Black,Satanik Pal,5,Battery life is disappointing,20-Aug-19,Battery life isn't great
iphone XR,Black,Satanik Pal,5,Battery life is disappointing,20-Aug-19,Battery life isn't great
iphone XR,Black,Subahdip Hansda,5,Awesome,5-Nov-19,Really good battery life
iphone XR,Black,Amazon Customer,5,Excellent product,26-Oct-19,iPhone never disappoints
iphone XR,Black,richa verma,5,Nice phone!,4-Jan-20,The phone is perfect....
iphone XR,Black,Ajinkya Kari,5,Cool product,27-Jan-20,Just like i wanted it ??
iphone XR,Black,Rishabh Mishra,5,Powerhouse,9-Mar-20,The best phone ever used
iphone XR,Black,vivek shinde,5,Best phone,2-Mar-20,Everything at  it¡¯s best
iphone XR,Black,Senthilkumar,5,Value for money,4-Nov-19,Face ID is great
iphone XR,Black,PRINCE JUNEJA,5,Great Look,5-Oct-19,Apple is awesome
iphone XR,Black,Ranita,5,Great,1-Nov-19,Its really good.
iphone XR,Black,Ajay T.,5,Awesome,29-Dec-19,Awesome loved it
iphone XR,Black,Hridul.C,5,Super phone,19-Oct-19,i like the phone
iphone XR,Black,Amazon Customer,5,Good,4-Nov-19,Good performance
iphone XR,Black,Deepak Kumar Singh,5,Brand name is enough,3-Mar-20,Just Awesome!!!!
iphone XR,Black,Ankur Pathak,5,Superb,10-Jan-20,Excellent phone.
iphone XR,Black,Preeti yadav,5,Apple review,6-Jan-20,Camera very good
iphone XR,Black,Prabhu,5,iPhone XR,10-Nov-19,Excellent mobile
iphone XR,Black,Mani Bhushan,5,I Love Apple,2-Mar-20,Good one
iphone XR,Black,Atul,4,nice,3-Mar-20,good one
iphone XR,Black,Venkatachandrareddy Moosani,5,Hi,1-Nov-19,Good one
iphone XR,Black,Satyam R,5,Nice,2-Nov-19,Good one
iphone XR,Black,Deepak,5,IOS TO ANDROID,1-Oct-19,Worth it
iphone XR,Black,Amazon Customer,5,Superb phone,2-Mar-20,Good one
iphone XR,Black,Amazon Customer,5,It¡¯s Xr,24-Oct-19,Good one
iphone XR,Black,Rony joseph,5,Best fo value,2-Nov-19,Nice one
iphone XR,Black,rakesh gupta,5,good one,11-Sep-19,it is d best till now
iphone XR,Black,Joy,4,Good,29-Dec-19,Good
iphone XR,Black,Satyendra mohanty,5,Best mobile,9-Oct-19,Good
iphone XR,Black,himanshu,5,Awesome phone,19-Aug-19,The phone is really good
iphone XR,Black,Amazon Customer,5,Amazing product!!!! Truely satisfied,29-Aug-19,Great!!
iphone XR,Black,Goswami Sonu,5,????,2-Oct-19,osm iphone and tnq Amazon ????
iphone XR,Black,dinesh goud,5,Yo,2-Jan-20,Perfect!
iphone XR,Black,akmurty,5,Good,17-Sep-19,Very good
iphone XR,Black,SUMIT,5,Production,24-Aug-19,Awesome product
iphone XR,Black,Ritesh Sharma,3,not worth,1-Aug-19,nothing special
iphone XR,Black,azmat khan,5,Value for money,18-Aug-19,Good one
iphone XR,Black,nikhilram,5,Value for money product from apple,4-Jan-20,Camera quality is good.
iphone XR,Black,Brajesh singh,4,nice phone,6-Nov-19,good product tnq amazon
iphone XR,Black,Apple boy,5,The best choice ever!!!,9-Nov-19,The best choice ever!!!
iphone XR,Black,Akhilesh R.,3,Ok,20-Jan-20,Ear phone not working .
iphone XR,Black,Nilesh Divate,4,I loved this mobile,22-Aug-19,Face reading is awesome
iphone XR,Black,Mohit,5,Amazing phone,11-Nov-19,Face reader is too fast
iphone XR,Black,Amazon Customer,5,Excellent,25-Nov-19,Excellent I love iPhone
iphone XR,Black,Giriraj Singh Jhala,5,1 number!!!,1-Mar-20,I am enjoying it!! ????
iphone XR,Black,Mohd Suleman,5,Good product,4-Mar-20,God¡¯s proud from iPhone
iphone XR,Black,akash,5,Love you Apple,16-Mar-20,Awesome Product love it
iphone XR,Black,Amar,5,Mind blowing,7-Mar-20,More then u can imagine
iphone XR,Black,sanket,5,Great Experience,1-Mar-20,Overall nice experience
iphone XR,Black,Harish,5,iPhone XR is good phone,1-Feb-20,It¡¯s good phone
iphone XR,Black,sabarinathan,5,Best phone,29-Feb-20,Great product??
iphone XR,Black,sabarinathan,5,Best phone,29-Feb-20,Great product??
iphone XR,Black,Amazon Customer,5,I phone XR,24-Nov-19,value for money
iphone XR,Black,SACHIN DEVRA,5,Quality class,12-Sep-19,Iphone thats it
iphone XR,Black,Amazon Customer,5,Excellent worth every penny,5-Nov-19,Worth the money
iphone XR,Black,Dharmendra,5,Good,21-Nov-19,Very nice phone
iphone XR,Black,Aditya,4,Performance simplified,3-Nov-19,Value for money
iphone XR,Black,Pranav,5,Good but price is a bit high,28-Oct-19,Excellent phone
iphone XR,Black,MAHESH ISHWER PATEL,5,Very nice phone,24-Jan-20,VERY NICE PHONE
iphone XR,Black,S RAMASWAMY,5,Nice product,9-Nov-19,Overall is good
iphone XR,Black,SIDDHARTHA SANKAR BHATTACHARJEE,5,Value for money,11-Nov-19,Value for Money
iphone XR,Black,Mahesh,3,iPhone XR review,24-Nov-19,Very good phone
iphone XR,Black,tarun singh kanwar,5,Beast,25-Nov-19,Value for money
iphone XR,Black,Bharath,5,Nice product,14-Nov-19,Worth for money
iphone XR,Black,Amazon Customer,5,Phone,9-Nov-19,Very good phone
iphone XR,Black,Amanpreet,5,Awesome Product,11-Nov-19,Awesome product
iphone XR,Black,Rajat verma,5,Nice,3-Nov-19,Value for money
iphone XR,Black,ARAVIND R,5,The perfect Smartphone,1-Nov-19,Superb Phone...
iphone XR,Black,Amazon Customer,5,Awesome,7-Nov-19,Awesome
iphone XR,Black,godly.p.jiji,5,??,18-Nov-19,Awesome
iphone XR,Black,Wassay,5,Awesome,27-Nov-19,Awesome
iphone XR,Black,munish joshi,5,Awesome product by apple,21-Aug-19,Awesome
iphone XR,Black,Kapil,5,iPhone XR,7-Mar-20,It¡¯s ok
iphone XR,Black,Amazon Customer,5,Amazingly Amazon,11-Nov-19,Amazing
iphone XR,Black,Shantanu Gaurav,5,Product red is best,10-Nov-19,Amazing
iphone XR,Black,AJAY KUMAR PANDEY,5,Superb,20-Nov-19,Awesome
iphone XR,Black,Amazon Customer,5,Awesome,5-Mar-20,Awesome
iphone XR,Black,Pankaj Sethi,4,awesome,4-Nov-19,awesome
iphone XR,Black,jithendhar,5,Excellent,29-Nov-19,Excellent
iphone XR,Black,Neeti tyagi,3,Heating problem,28-Jul-19,Heating problem
iphone XR,Black,Nagarajan Mudaliar,5,Excellent,2-Oct-19,Excellent and quick
iphone XR,Black,Amazon Customer,5,Ok,4-Sep-19,Ok
iphone XR,Black,shanku maity,5,V good,10-Nov-19,??????
iphone XR,Black,VANSH DYNAMO,5,nice one,1-Oct-19,nice product.. i luv this...
iphone XR,Black,Prasad Nesargi,5,Loving it,20-Jun-19,Just awesome
iphone XR,Black,kalesh kumar,5,display,1-Aug-19,camera quality
iphone XR,Black,Aishwarya Radhakrishnan,5,Amazing Phone,14-Aug-19,Best iPhone till date..
iphone XR,Black,Gaurav,4,Missing Item in the box,23-Jun-19,The USB cable is missing in the box
iphone XR,Black,nikhil hiwrale,5,Awesome phone,25-Dec-19,Finally owned a iphone
iphone XR,Black,Sagar Chauhan,5,Its a great deal grab it,17-Dec-19,Amazing product to buy
iphone XR,Black,Rajnish sanghani,2,iPhone XR charger not working,22-Mar-20,Charger is not working
iphone XR,Black,Amazon Customer,5,??,10-Nov-19,Performance is great!!
iphone XR,Black,PUNIT DIXIT,3,Best..... But not wonderfull,14-Nov-19,Battry life rust ha...
iphone XR,Black,Rahul,1,No question,2-Mar-20,This phone is very bad
iphone XR,Black,Banoth Ravi,5,Good,18-Oct-19,Excellent bettary life
iphone XR,Black,avinash nayak,4,Superb,9-Mar-20,Camera quality is good
iphone XR,Black,Sam,5,IphoneXr,23-Jan-20,Best worthy investment
iphone XR,Black,omkar mavlankar,5,Gr8 purchase,25-Dec-19,Overall gr8 experience
iphone XR,Black,Suneel Kaul,5,Value for money,1-Nov-19,Amazing battery backup
iphone XR,Black,Amol ghadge,1,Worst,14-Jan-20,Worst phone i ever had
iphone XR,Black,vasanth,5,Best phone ever,25-Jan-20,Best in camera quality
iphone XR,Black,shweta,4,Battery is good,30-Aug-19,Everything is just fab
iphone XR,Black,Mrugesh patel,5,Amazing,1-Mar-20,Price and product good
iphone XR,Black,Neha jain,5,Great,6-Oct-19,Great battery back up.
iphone XR,Black,Mriganka,5,Absolutely awesome,15-Nov-19,XR is the best
iphone XR,Black,Shanmukh Prasad,5,Iphone XR ????,23-Jan-20,No comments ??
iphone XR,Black,Gaurav,5,Great service and delivery from Amazon.,22-Dec-19,Superrrr phone
iphone XR,Black,Wefab,5,Its the true beauty,22-Oct-19,Simply awesome
iphone XR,Black,sandeep,5,Nice ??,7-Nov-19,This is osm ??
iphone XR,Black,Amazon Customer,5,Its freaking good,11-Dec-19,Iits good
iphone XR,Black,Amazon Customer,5,Superb and fast delivery ??,7-Nov-19,Superb
iphone XR,Black,ajay ekka,5,Truly worth money,7-Dec-19,Best iphone ever
iphone XR,Black,S Ghosh,5,Love this phone...,22-Oct-19,Awesome products
iphone XR,Black,Urmila Chavan,5,Perfect,10-Oct-19,Amazing
iphone XR,Black,Prince,5,Love it,8-Nov-19,Awesome to have this
iphone XR,Black,Kamal Piyush,5,Very smooth,30-Nov-19,Not any lag
iphone XR,Black,Mahipal Rawat,5,Battery life,12-Jun-19,Battery life is awesome...
iphone XR,Black,Zareen,5,Phone,25-Jun-19,The product came very good
iphone XR,Black,Dr.Indrani Debnath,5,Highly satisfied,16-Aug-19,Great purchase
iphone XR,Black,Gurwinder Singh,5,I luv this,28-Oct-19,Very nice
iphone XR,Black,Sunil uKumar,5,Very good,31-Aug-19,Very good
iphone XR,Black,sahil dutt,5,Best of best,4-Jan-20,Best iphone ever used
iphone XR,Black,Sanjeev Pasupuleti,5,Sanjeev,28-Jan-20,Nice phone best price
iphone XR,Black,praveen,2,Touch pad issues,3-Nov-19,Touch pad is too slow
iphone XR,Black,Mohit Kumawat,5,Iphone XR,5-Dec-19,Must buy this product
iphone XR,Black,Abhishek,5,Great Phone,12-Nov-19,Awesome phone love it
iphone XR,Black,Jaskaran singh,5,Awesome,19-Nov-19,It¡¯s good but in sale
iphone XR,Black,Yama guchi,3,Not really satisfied,11-Dec-19,Not upto expectations
iphone XR,Black,krishna,5,Best phone in iPhone,11-Nov-19,Best phone in iPhones
iphone XR,Black,Abhishek Thakur,5,Xr,6-Oct-19,No fingerprint sensor
iphone XR,Black,Mani,1,Battery life not ggod,6-Oct-19,Battery life not good
iphone XR,Black,Mani,1,Battery life not ggod,6-Oct-19,Battery life not good
iphone XR,Black,Greeshma George,5,Must buy,3-Jan-20,Everything is perfect
iphone XR,Black,Vikram Sidam,5,We dont have to look the performance of iPhone,21-Nov-19,The phone is very osm
iphone XR,Black,Ajeet Rawat,4,Best phone,1-Mar-20,Camera quality I like
iphone XR,Black,Raaghav Ranganath,5,Best quality,5-Dec-19,Apple is always best.
iphone XR,Black,Rahul Kaushik,5,Awesome phone,6-Oct-19,Awesome phone
iphone XR,Black,nagaraj,5,Just awesome,17-Jan-20,Amazing phone
iphone XR,Black,Sachin verma,5,Camera quality is superb,22-Mar-20,Superb camera
iphone XR,Black,Aakash singh,5,Jakas maza a gya,20-Nov-19,Super sa uper
iphone XR,Black,varun,5,Must Buy,29-Nov-19,Amazing Phone
iphone XR,Black,Dharmesh B.,5,So good looking iPhone Xr,9-Nov-19,Great product
iphone XR,Black,Ashit Sharma,5,Go for it,26-Oct-19,Worth upgrade
iphone XR,Black,Mohammed Irfan Khan,5,Go for it,3-Nov-19,Good decision
iphone XR,Black,DA,5,Good quality at good price,10-Nov-19,Awesome phone
iphone XR,Black,Kunwar Ambrish,5,Superb,3-Oct-19,Amazing phone
iphone XR,Black,Amazon Customer,5,Awesome phone,9-Jan-20,Awesome phone
iphone XR,Black,Reji thomas,3,Good not best,20-Nov-19,Good not best
iphone XR,Black,Amazon Customer,4,Good,8-Jan-20,Phone is good
iphone XR,Black,Hari shankar,4,Nyc,1-Mar-20,Good quality.
iphone XR,Black,PATEL,5,Best offer receive,7-Oct-19,Excellent product
iphone XR,Black,Sagar wagh,4,4,7-Jun-19,Outstanding ?????????? iPhone XR  ??
iphone XR,Black,Shailesh Shinde,5,Best product,10-Apr-19,Required fingerprint
iphone XR,Black,irfan Mubarak,5,Nice,1-Mar-20,Super
iphone XR,Black,Arun,5,V good product,12-Nov-19,V nic
iphone XR,Black,S.E.Ramesh,4,Goood,16-Jan-20,Great
iphone XR,Black,Arijit Sur Choudhury,5,Xcellent XR,14-Jul-19,Excellent phone
iphone XR,Black,Irfan ansari,4,Display very vik,7-Oct-19,But display very veek
iphone XR,Black,Alok kshirsagar,5,it's call iphone,5-Oct-19,very nice
iphone XR,Black,Mayur j.,5,Not good not bad,10-Jul-19,Overpriced but good to use
iphone XR,Black,titon Chanda,5,Love,11-May-19,Just love it
iphone XR,Black,abhishek gowda t,3,Not satisfying,9-Nov-19,Picture quality is very poor. And battery
iphone XR,Black,SAUGATA ROY BURMAN,5,iPhone XR 64gb,6-Oct-19,The phone is great
iphone XR,Black,aby Jones,5,????,26-Nov-19,awesome
iphone XR,Black,Sanju,5,Super,7-Oct-19,Super extra ordinary
iphone XR,Black,Shruti C Pai,5,great product,1-Dec-19,all features amazing
iphone XR,Black,Shakeel Ahemed Mohammed,5,Paisa vasool,6-Mar-20,Amazing battery life
iphone XR,Black,Kavya,5,Go for it,7-Mar-20,Battery life so good
iphone XR,Black,Harshal,5,Superd phone,10-Mar-20,Superd mobaile phone
iphone XR,Black,Ritwik Raj,5,Worth every penny !!,23-Feb-20,Performance Beast ??
iphone XR,Black,Ganesh Rane,5,Best,8-Nov-19,Awesome battery life
iphone XR,Black,Manu John,5,Good product,14-Jul-19,Superb mobile to use
iphone XR,Black,Ashiq Hussain wani,4,Go for it,6-Mar-20,Good but but heavier
iphone XR,Black,Amazon Customer,5,Great!!,6-Nov-19,Simply good product.
iphone XR,Black,amit patel,3,Online sale if not reliable,27-Dec-19,equipment is supereb
iphone XR,Black,neeraj,1,Good,14-Nov-19,Good phone but not stylish
iphone XR,Black,rakhi godara,5,Superb,5-Oct-19,Superb phone
iphone XR,Black,Nitin Chugh,5,I Phone,2-Jan-20,Good product
iphone XR,Black,Rashid Khan,5,Satisfied,5-Dec-19,Superb color
iphone XR,Black,Dharmendrasinh Gohil,5,Happy,3-Nov-19,Good Product
iphone XR,Black,Ranjna,5,iPhone review - nice,1-Mar-20,Good product
iphone XR,Black,Deepak Srivastava,5,Awesome??????,9-Jan-20,Nice product
iphone XR,Black,caroline,5,Good,3-Nov-19,Good product
iphone XR,Black,R Venkata Rami Reddy,5,Best deal,1-Oct-19,Overall good
iphone XR,Black,Vinod kumar,5,Its a good online services,2-Nov-19,Good product
iphone XR,Black,saurbh,5,good product,22-Aug-19,good product
iphone XR,Black,subrata mandal,4,Costly,9-Oct-19,It is costly
iphone XR,Black,Mohmmad Ashad Khan,5,Good product,1-Mar-20,Good product
iphone XR,Black,Ankit arora,5,All over mobile,19-Nov-19,It was great
iphone XR,Black,rochelle Gunnion,5,Xr,6-Nov-19,Good product
iphone XR,Black,Salil,5,Good phone,28-Jan-20,Good product
iphone XR,Black,Salil,5,Good phone,28-Jan-20,Good product
iphone XR,Black,V.Vijayakumar,5,Good,22-Aug-19,Nice product
iphone XR,Black,Het patel,5,like it,12-Nov-19,nice product
iphone XR,Black,Mohit Singh,5,Value for money,16-Jan-20,Just Amazing
iphone XR,Black,Surajit Ghosh,5,Good Product,7-Nov-19,Good product
iphone XR,Black,Nitin,5,Best Product,28-Aug-19,Best Product
iphone XR,Black,Amazon Customer,4,Good,16-Feb-20,Good product
iphone XR,Black,Amazon Customer,5,??,6-Mar-20,Awesome ????
iphone XR,Black,Deb,5,One of the best..,30-Oct-19,Excellent...
iphone XR,Black,Ahmar Abdullah,5,Bought by a friend from my account!,11-Dec-19,He loves it!
iphone XR,Black,Amazon Customer,5,Awesome!,7-Mar-20,Nice product
iphone XR,Black,snehashish bhattacharjee,5,Apple XR,4-Mar-20,Overall Good
iphone XR,Black,Varun,5,Best Iphone,20-Oct-19,Best buy.money worth
iphone XR,Black,Amazon Customer,5,iPhone,5-Mar-20,Nice
iphone XR,Black,Ajay C.,5,Nice,9-Mar-20,Nice
iphone XR,Black,adity jamwal,5,??,9-Mar-20,????
iphone XR,Black,Amazon Customer,5,Excellent,31-Jan-20,Good
iphone XR,Black,Neelu,5,Nice,2-Oct-19,Good
iphone XR,Black,Gurunathan Kalyanasundaram,4,Good,18-Oct-19,Good
iphone XR,Black,Amit r dantani,5,Nice,13-Dec-19,Nice
iphone XR,Black,Gurpreet,5,Nice,2-Nov-19,Nice
iphone XR,Black,money singh,4,good,24-Jan-20,good
iphone XR,Black,Pratik Patel,5,Great,4-Aug-19,Good
iphone XR,Black,Mani,5,Good,11-Nov-19,Good
iphone XR,Black,Mukthar Ahamed,5,Successful,6-Oct-19,Good
iphone XR,Black,Amazon Customer,5,Good mobile,1-Oct-19,Good
iphone XR,Black,vivian,5,iPhone forever,8-Nov-19,Best
iphone XR,Black,Pankaj Mani,5,Best phone,11-Nov-19,Like
iphone XR,Black,Amazon Customer,5,good,6-Nov-19,good
iphone XR,Black,Kalai,5,Worth,26-Jan-20,Good
iphone XR,Black,Amazon Customer,5,good,6-Nov-19,good
iphone XR,Black,Rajupinki,4,Very nice,9-Nov-19,Good
iphone XR,Black,krishan kumar,5,nice,25-Oct-19,nice
iphone XR,Black,Amazon Customer,5,Good,27-Aug-19,Good
iphone XR,Black,YAHYA,5,Goood,7-Nov-19,Good
iphone XR,Black,Amazon Customer,5,Good,9-Mar-20,Good
iphone XR,Black,SUDHAKAR,5,Nice,5-Dec-19,Nice
iphone XR,Black,Kuldeep,5,Best,2-Mar-20,Best
iphone XR,Black,sourav thakur,4,????,20-Nov-19,????
iphone XR,Black,Krishna,5,Nice phone,15-Nov-19,Good
iphone XR,Black,Vivek Jaiswal,5,Perfect experience,5-Nov-19,Nice
iphone XR,Black,Hiral t.,5,Good,8-Mar-20,Good
iphone XR,Black,KP Reddy,4,Apple,6-Nov-19,Good
iphone XR,Black,Nikita,4,Nice,8-Nov-19,Nice
iphone XR,Black,ravi ranjan,5,good,7-Nov-19,good
iphone XR,Black,Pravin Pawar,5,Nice phone,3-Mar-20,Nice
iphone XR,Black,Raghav chauhan,5,Awsm,5-Oct-19,Awsm
iphone XR,Black,annu,5,Nice,8-Nov-19,Nice
iphone XR,Black,Ankur Bhalotia,5,Excellent phone,7-Nov-19,Good
iphone XR,Black,KIRANDAS.V.G,5,Happy customer,13-May-19,Genuine
iphone XR,Black,D P Gupta,5,Nice,26-Jan-20,Nice
iphone XR,Black,Amazon Customer,5,Excellent,27-Sep-19,Go for it...
iphone XR,Black,Anand Prakash singh,5,A phone with something special,5-Aug-19,Fantastic & amazing
iphone XR,Black,Arnav G.,5,Good product,6-Jun-19,Staisfied with the purchase
iphone XR,Black,Mech,4,Good,3-Oct-19,Good
iphone XR,Black,Raghunandan Raju,5,Wow,3-Oct-19,Wow
iphone XR,Black,Sandesh P.,4,Thankyou AMAZON to give this product in very cheap price,15-Nov-19,not bad in this price
iphone XR,Black,Maninder Kaur,5,Superior ??,19-Nov-19,Beast iPhone at good price ????????
iphone XR,Black,akash,5,Nice writing review after 6 months,29-Nov-19,Amazing product
iphone XR,Black,Son Goku,5,Dope for daily drive,21-Jul-19,Lots of bugs
iphone XR,Black,Amazon Customer,4,Good product,16-Oct-19,Good product
iphone XR,Black,Rekha Rathod,5,Good,5-Dec-19,Good products
iphone XR,Black,Ravishankar,3,Hangs n network problem,20-Nov-19,Dual sim network issue and it hangs
iphone XR,Black,SANJEEV,5,Good phone,10-Jul-19,Phone hitting problems
iphone XR,Black,Abhishek,4,Great phone !,9-Dec-19,Amazing phone
iphone XR,Black,ANIK DE,4,Awesome buy,18-Jun-19,All good
iphone XR,Black,AMZAD ALI KHAN,5,Nice,5-Nov-19,I liked the product
iphone XR,Black,shruti,5,Close your eyes and buy !!,24-Jul-19,Best ever!!!
iphone XR,Black,Akash Suresh,5,One of the best phones,25-May-19,Excellent phone. Great battery life.
iphone XR,Black,Chetan Panchal,5,Battery is disappointing. Excluding battery everything is fantabulous,16-Jan-20,Batter is a concern
iphone XR,Black,Biswajit swain,4,Nice phone,11-Mar-20,Value for money....
iphone XR,Black,Shubham jadav,5,Amazing as expected,5-Oct-19,Nothing to complain
iphone XR,Black,Sunil gupta,3,Charging adapter not working,28-Jan-20,Adapter is not good
iphone XR,Black,Geetesh,5,IPhone,6-Dec-19,IPhone is damn good
iphone XR,Black,Amazon Customer,5,Charger not working,11-Oct-19,Charger not working
iphone XR,Black,Nitin Kumar,5,Value for money,10-Mar-20,It was a great deal
iphone XR,Black,SAHIL KHURANA,5,Good deals,2-Nov-19,Very
iphone XR,Black,PREM KUMAR,5,Best phone ever,6-Mar-20,Best phone in world
iphone XR,Black,vidush tomer,5,Deliver is soo late,13-Jan-20,Soo much satisfying
iphone XR,Black,Farooq,5,Good,5-Nov-19,Good battery backup
iphone XR,Black,Subhash Javkhedkar,5,Nice phone,15-Aug-19,Excellent
iphone XR,Black,Praneeth Reddy,5,Performance,4-Mar-20,Performance
iphone XR,Black,Amazon Customer,5,Super Phone,3-Jul-19,Super Phone
iphone XR,Black,Soumith,5,Keka,12-Dec-19,Super duper
iphone XR,Black,vipin kathuria,1,Third class,9-Nov-19,Third class
iphone XR,Black,ANIMESH ROY,5,Great phone,17-Nov-19,Great phone
iphone XR,Black,Zayesha,1,in a month its charger failed,14-Nov-19,bad product
iphone XR,Black,Sudhir kumar,5,Good mobile,31-Dec-19,Good mobile
iphone XR,Black,ANIL,1,Not working,29-Oct-19,Not working
iphone XR,Black,Amazon Customer,5,iPhone is amazing,30-Dec-19,Really nice
iphone XR,Black,mad meh,4,Ty,15-Oct-19,Nyc one ...
iphone XR,Black,Kartik Gill,5,XR is Excellent product by Apple,14-Aug-19,Awesome iPhone XR
iphone XR,Black,Rajesh C Mathur,5,Delighted with the acquisition,8-Nov-19,Top performance. Amazing product.
iphone XR,Black,Rohit tarani,5,Wow,7-Oct-19,Nice
iphone XR,Black,gopi,5,Rockz,26-Oct-19,It¡¯s just super phone...¡¯¡¯¡¯¡¯
iphone XR,Black,manisha,5,Apple Xr is excellent phone,14-Aug-19,Excellent
iphone XR,Black,jatin bhasin,5,Superb,3-Nov-19,Fab
iphone XR,Black,Uday kumar,5,Good,1-Dec-19,Nic
iphone XR,Black,Suryansh,4,Great phone,28-Jul-19,Great phone
iphone XR,Black,Pranav r.,5,Excellent,12-Aug-19,Excellent
iphone XR,Black,Govind Koli,5,Nice ??????,27-Nov-19,Nice product
iphone XR,Black,Amazon Customer,5,Good one,18-Jul-19,Really good product.
iphone XR,Black,Steve,5,Excellent Product,29-Oct-19,Excellent Product..
iphone XR,Black,Amazon Customer,5,Packing and item were perfect.,20-Jul-19,Nice
iphone XR,Black,Piyush,5,Nice product,6-Nov-19,Nice product
iphone XR,Black,Ashutosh kushwaha,5,Overall Satisfied with iPhone XR,9-Oct-19,Awesome
iphone XR,Black,nitin bhadana,5,Best phone in the segment,4-Mar-20,Good option to buy
iphone XR,Black,Ish,5,awesome,2-Mar-20,i liked it
iphone XR,Black,Vijay,4,Worth buying iPhone XR,8-Feb-20,Everything is good
iphone XR,Black,T Kannan,5,Best smartphone i have used till date !,2-Nov-19,Worth the price !!
iphone XR,Black,Gajanan Sonawane,4,So Good!,4-Jan-20,I like the product
iphone XR,Black,PINKI PAL,5,Beast,23-Feb-20,Very good product.
iphone XR,Black,Amazon Customer,4,Battery low,4-Mar-20,Always low battery
iphone XR,Black,Kindle Customer,4,Battery life,27-Dec-19,Colour and  design
iphone XR,Black,Murugan Annamalai,5,Good mobile with dual sim,26-Jan-20,Very Superb mobile
iphone XR,Black,Raja babu,4,Awesome,6-Nov-19,Good build quality
iphone XR,Black,Neha,5,Superb,11-Nov-19,Best in the market
iphone XR,Black,Bhavesh,5,Go for it,9-Jan-20,Amazing Experience
iphone XR,Black,yeknath,5,Good,1-Nov-19,Its a good product
iphone XR,Black,Mohita Narang,5,Apple xr superb,2-Oct-19,Amazing product...
iphone XR,Black,Amazon Customer,5,Excellent mobile,7-Nov-19,Extrodinary mobile
iphone XR,Black,Ramesh,5,Super penstatic mobile.,17-Feb-20,Super ultra phone.
iphone XR,Black,SWADHEEN S.,5,Excellent..,28-Jan-20,U can go fr this..
iphone XR,Black,Susant Kumar Mohanty,5,Good quality,18-Nov-19,Good Bettry backup
iphone XR,Black,trimal,5,Phone,8-Nov-19,Looking gregarious
iphone XR,Black,arvind,5,Good,4-Mar-20,Iphone is the best
iphone XR,Black,Monu salam,5,Iphone is disabled,5-Mar-20,iphone is disabled
iphone XR,Black,Muana,5,Not bad,10-Oct-19,Good phone
iphone XR,Black,Siddhant Kothari,5,????????????,1-Jan-20,Best phone
iphone XR,Black,Volo,5,Nice,22-Aug-19,Good phone
iphone XR,Black,kishor,5,Go for it,16-Oct-19,Xr awesome
iphone XR,Black,Mukundram Mantri,5,Nice I phone,5-Nov-19,Nice deal!
iphone XR,Black,ASHOK KUMAR KAMTI,5,Nice phone,29-Jan-20,Nice phone
iphone XR,Black,kiran kumar k,5,Worth it,6-Jan-20,It¡¯s great
iphone XR,Black,Gaurav Karki,5,Awesome,26-Nov-19,Thankfully
iphone XR,Black,S Rajasekhar,5,Good,25-Jan-20,Good phone
