,Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Unnamed: 8
29,RCPPDEMP,"Sales, value of shipments, or revenue of employer firms ($1,000)","Annual Business Survey: Extent of Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Extent of Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by 2-digit NAICS for the United States and States: 2018",not required,RCPPDEMP_F,0,int,"AB1800TCB09A,  AB1800TCB08B,  AB1800TCB07A,  AB1800TCB09B,  AB1800TCB08A,  AB1800TCB05A,  AB1800TCB06B,  AB1800TCB06A,  AB1800TCB07B,  AB1800TCB03A,  AB1800TCB04B,  AB1800TCB04A,  AB1800TCB05B,  AB1800TCB01A,  AB1800TCB02B,  AB1800TCB02A,  AB1800TCB03B,  AB1800TCB10A,  AB1800TCB01B,  AB1800TCB10B",
30,RCPPDEMP_PCT,"Percent of sales, value of shipments, or revenue of employer firms (%)","Annual Business Survey: Extent of Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Extent of Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by 2-digit NAICS for the United States and States: 2018",not required,RCPPDEMP_PCT_F,0,float,"AB1800TCB09A,  AB1800TCB08B,  AB1800TCB07A,  AB1800TCB09B,  AB1800TCB08A,  AB1800TCB05A,  AB1800TCB06B,  AB1800TCB06A,  AB1800TCB07B,  AB1800TCB03A,  AB1800TCB04B,  AB1800TCB04A,  AB1800TCB05B,  AB1800TCB01A,  AB1800TCB02B,  AB1800TCB02A,  AB1800TCB03B,  AB1800TCB10A,  AB1800TCB01B,  AB1800TCB10B",
31,RCPPDEMP_PCT_S,"Standard error of percent of sales, value of shipments, or revenue of employer firms (%)","Annual Business Survey: Extent of Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Extent of Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by 2-digit NAICS for the United States and States: 2018",not required,RCPPDEMP_PCT_S_F,0,float,"AB1800TCB09A,  AB1800TCB08B,  AB1800TCB07A,  AB1800TCB09B,  AB1800TCB08A,  AB1800TCB05A,  AB1800TCB06B,  AB1800TCB06A,  AB1800TCB07B,  AB1800TCB03A,  AB1800TCB04B,  AB1800TCB04A,  AB1800TCB05B,  AB1800TCB01A,  AB1800TCB02B,  AB1800TCB02A,  AB1800TCB03B,  AB1800TCB10A,  AB1800TCB01B,  AB1800TCB10B",
32,RCPPDEMP_S,"Relative standard error of sales, value of shipments, or revenue of employer firms (%)","Annual Business Survey: Extent of Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Extent of Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by 2-digit NAICS for the United States and States: 2018",not required,RCPPDEMP_S_F,0,float,"AB1800TCB09A,  AB1800TCB08B,  AB1800TCB07A,  AB1800TCB09B,  AB1800TCB08A,  AB1800TCB05A,  AB1800TCB06B,  AB1800TCB06A,  AB1800TCB07B,  AB1800TCB03A,  AB1800TCB04B,  AB1800TCB04A,  AB1800TCB05B,  AB1800TCB01A,  AB1800TCB02B,  AB1800TCB02A,  AB1800TCB03B,  AB1800TCB10A,  AB1800TCB01B,  AB1800TCB10B",
33,SEX,Sex code,"Annual Business Survey: Extent of Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018",default displayed,SEX_LABEL,0,string,"AB1800TCB08B,  AB1800TCB09B,  AB1800TCB06B,  AB1800TCB07B,  AB1800TCB04B,  AB1800TCB05B,  AB1800TCB02B,  AB1800TCB03B,  AB1800TCB01B,  AB1800TCB10B",
34,STATE,Geography,,not required,,0,(not a predicate),,
35,SUMLEVEL,Summary Level code,,not required,,0,string,,
36,TECHSELL,Technology production code,"Annual Business Survey: Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018",default displayed,TECHSELL_LABEL,0,string,"AB1800TCB06B,  AB1800TCB06A",
37,TECHUSE,Extent of technology use code,"Annual Business Survey: Extent of Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Extent of Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018",default displayed,TECHUSE_LABEL,0,string,"AB1800TCB01A,  AB1800TCB01B",
38,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,predicate-only,,0,ucgid,,
39,VET_GROUP,Veteran code,"Annual Business Survey: Extent of Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018",default displayed,VET_GROUP_LABEL,0,string,"AB1800TCB08B,  AB1800TCB09B,  AB1800TCB06B,  AB1800TCB07B,  AB1800TCB04B,  AB1800TCB05B,  AB1800TCB02B,  AB1800TCB03B,  AB1800TCB01B,  AB1800TCB10B",
40,YEAR,Year,"Annual Business Survey: Extent of Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Extent of Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation for Technology Use of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce of Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Use on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Impact of Technology Production on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Use on the Types of Workers in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Factors Adversely Affecting Technology Use in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Technology Production in Employer Firms by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Technology Production in Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer by 2-digit NAICS for the United States and States: 2018;Annual Business Survey: Motivation to Produce Technology of Employer Firms by Sex, Ethnicity, Race, Veteran Status, and Employment Size for the United States: 2018;Annual Business Survey: Impact of Technology Production on the Workforce in Employer Firms by 2-digit NAICS for the United States and States: 2018",not required,,0,string,"AB1800TCB09A,  AB1800TCB08B,  AB1800TCB07A,  AB1800TCB09B,  AB1800TCB08A,  AB1800TCB05A,  AB1800TCB06B,  AB1800TCB06A,  AB1800TCB07B,  AB1800TCB03A,  AB1800TCB04B,  AB1800TCB04A,  AB1800TCB05B,  AB1800TCB01A,  AB1800TCB02B,  AB1800TCB02A,  AB1800TCB03B,  AB1800TCB10A,  AB1800TCB01B,  AB1800TCB10B",
41,41 variables,41 variables,41 variables,41 variables,41 variables,41 variables,41 variables,41 variables,41 variables
