timestamp,cid,activate/deactivate,bid/ask,orderid,price,qty
11:23:04:690,EDAZ_814,activate,bid,MWYLXIARSG,13606,72
11:23:05:024,JVMG_863,activate,ask,AIDUOTKOUK,13765,75
11:23:05:581,YKYS_500,activate,ask,GZYTSVVBBJ,13923,84
11:23:06:179,DOTZ_154,activate,ask,KGFLFTATJB,13755,104
11:23:06:255,PLFG_686,activate,bid,ZIEMXZLHSU,13591,60
11:23:06:805,WXCX_121,activate,bid,FXCYXMHSNX,13714,108
11:23:07:163,AGKW_757,activate,ask,XBGJSJFNBV,13746,75
11:23:07:413,GOKJ_013,activate,bid,TGDWROZUKR,13668,240
11:23:07:492,PLFG_686,activate,bid,JPSAXORVSQ,13730,360
11:23:07:701,PLFG_686,deactivate,bid,KJBJSUEYGB,None,None
11:23:08:077,YLKV_982,activate,bid,YSATFYNKYI,13639,189
11:23:08:687,GHXZ_344,activate,ask,IADJZGJXQD,13793,120
11:23:09:230,VCIO_035,activate,ask,OEUTLJQBQE,13731,42
11:23:09:710,TKNN_074,activate,bid,GKIAWGNGJQ,13479,240
11:23:09:981,YIZD_457,activate,bid,QKRHSZKRDA,13659,40
11:23:10:330,SYIY_540,activate,ask,AJWCUGLKUG,13762,36
11:23:10:608,ZVJA_679,activate,ask,QKFFSWKHLA,13740,128
11:23:10:946,YCMY_801,activate,ask,PEJGBYVSZR,14270,900
11:23:11:528,CIUN_584,activate,bid,IVVFSHOQMO,13644,72
11:23:11:836,NKSJ_645,activate,bid,PNSCZHGEBK,13537,48
11:23:11:918,LFDQ_061,activate,bid,ZTUUTGGXUB,13672,360
11:23:12:577,YKYS_500,activate,bid,KBGDMMLEPO,13680,24
11:23:12:644,BFDD_288,activate,ask,HKMHQEIHTH,13731,648
11:23:12:895,TSAO_461,activate,bid,QTEYOVOMVR,13644,72
11:23:13:411,ZABL_910,activate,ask,IITCONYFUH,13733,625
11:23:14:077,ZBVS_913,activate,ask,UVIMRSPVCK,13782,63
11:23:14:199,WXPU_028,activate,ask,JOXCQELVWV,13916,80
11:23:14:469,XOJB_190,activate,ask,JYHXTUKGQG,13752,72
11:23:14:590,XOJB_190,deactivate,bid,CDHEKVFWHE,None,None
11:23:15:208,XOJB_190,activate,bid,WUHAIEREJQ,13651,210
11:23:15:475,LVBW_250,activate,ask,SRERPZLRLM,13797,50
11:23:15:874,WXCX_121,activate,bid,OIRIIRNMCF,13636,270
11:23:16:553,ONGP_558,activate,ask,CASENEYNOJ,13762,432
11:23:17:100,RSMB_782,activate,bid,YFDVTMPXOW,13724,60
11:23:17:677,ZEWX_502,activate,ask,VCOPBZDMPZ,13735,165
11:23:17:682,VXLP_960,activate,bid,JFDRUSHGCG,13493,84
11:23:17:881,XPKU_205,activate,ask,ARFZQMFYVV,13956,80
11:23:17:947,LFDQ_061,activate,bid,YFMXLAKRBY,13618,192
11:23:18:104,JHTZ_953,activate,ask,VIYWNSYJER,13845,30
11:23:18:127,BFDD_288,activate,ask,ZZDGWLMNAU,13767,96
11:23:18:729,YIZD_457,activate,ask,GLIPSMDTXP,13731,32
11:23:18:812,YXZW_561,activate,ask,JVMNBTFNUT,14041,30
11:23:18:928,PCSH_366,activate,ask,IDARLRLKGQ,13801,180
11:23:19:537,TKNN_074,activate,bid,NPRXZOHZZQ,13719,12
11:23:19:573,VDYK_729,activate,ask,AQDPJXCUFO,13873,20
11:23:19:808,VDYK_729,deactivate,ask,CUHHPUIIOT,None,None
11:23:20:500,VDYK_729,deactivate,ask,QKPHFYZDFD,None,None
11:23:20:528,JHTZ_953,activate,bid,XZNSVXTPLI,13412,24
11:23:20:977,TFST_877,activate,ask,BAMOFYKNDV,13731,84
11:23:21:353,LWCA_600,activate,bid,VTQVMLVZHT,13716,672
11:23:21:455,TLKP_290,activate,bid,RLQGNRWEBL,13479,60
11:23:21:985,LWCA_600,activate,ask,EKQHXCRUJH,13783,60
11:23:22:357,LMCM_188,activate,ask,WAIVOASUIQ,13821,90
11:23:22:393,KIUK_592,activate,bid,XOZCIPGVVW,13723,96
11:23:22:527,SUEP_957,activate,ask,NSHHXUFHNV,13731,90
11:23:23:108,SUEP_957,deactivate,ask,KQUQXFZNND,None,None
11:23:23:568,GYWV_414,activate,ask,DHKFMREVYR,13761,36
11:23:23:913,ZEWX_502,activate,bid,PUQWLAMFYH,13696,240
11:23:24:325,TTGN_389,activate,ask,JJJSTZLBEV,13787,120
11:23:24:801,XOJB_190,activate,ask,BLELVUOZJR,13747,126
11:23:24:944,NFCJ_991,activate,bid,LXCIFJQYIP,13727,112
11:23:25:476,SGQU_037,activate,ask,FVFZZXCRTX,13745,80
11:23:25:621,WTJS_734,activate,ask,XZQUVJJJWU,14432,90
11:23:26:287,YXZW_561,activate,ask,MQCNRPVQTB,13735,48
11:23:26:671,WQMD_156,activate,ask,GZUDSBLQPR,13759,192
11:23:26:962,WQMD_156,deactivate,bid,ATMDEAYJYU,None,None
11:23:27:126,WTJS_734,activate,bid,DGHEDOMLOP,13643,168
11:23:27:404,DOTZ_154,activate,ask,QFUSLYRPLD,13914,360
11:23:27:993,VDYK_729,activate,bid,BNGFLMKCLW,13414,264
11:23:28:336,MCWL_141,activate,ask,HYNBSVWDPA,13787,72
11:23:28:402,MCWL_141,deactivate,ask,ODPITAIUTF,None,None
11:23:28:408,ILQT_147,activate,ask,LSBCVGMUZP,13794,108
11:23:28:703,KJDQ_398,activate,ask,ILNNYCULDJ,13744,126
11:23:28:872,LVZD_988,activate,bid,AMYNCDAWRL,13704,216
11:23:29:294,YCMY_801,activate,ask,BWRCTMCIIP,14202,72
11:23:29:682,LZHC_008,activate,bid,NZWWDYWZOA,13285,72
11:23:30:236,PLFG_686,activate,bid,QSYEVUEQCR,13709,160
11:23:30:763,VCIO_035,activate,ask,IDSIJMWMHZ,13851,128
11:23:30:846,AGKW_757,activate,bid,IVJEDCULBG,13727,48
11:23:31:291,LMCM_188,activate,ask,RBJYPRAUPD,13750,120
11:23:31:414,AJWE_569,activate,bid,HZCPRTHZVI,13726,80
11:23:31:485,XOJB_190,activate,ask,TIMSMGNZAY,13796,160
11:23:32:022,VCIO_035,activate,ask,VLZQHQEKKC,13989,180
11:23:32:435,RPVI_427,activate,ask,WTAYOCYVSM,13812,320
11:23:33:043,LMCM_188,activate,ask,VMGBSCKHBK,13838,720
11:23:33:395,TLKP_290,activate,ask,REHFOJTZEQ,14552,150
11:23:33:956,SYIY_540,activate,bid,QXFSVBERUA,13711,32
11:23:34:192,LAQV_775,activate,ask,LXNHKGGGGQ,13826,36
11:23:34:418,AHPS_810,activate,ask,VOFCBKFRIG,13736,72
11:23:34:988,FJGE_609,activate,bid,HLVMPWDZYN,13702,35
11:23:35:293,PCSH_366,activate,bid,KNIGVOBPIN,13721,320
11:23:35:809,CLPE_513,activate,bid,MOWRRAZLFY,13730,120
11:23:35:900,DJGA_355,activate,ask,UXNIZNTHOG,13812,48
11:23:36:521,RJHA_711,activate,ask,YQSHKORLKL,14201,126
11:23:36:879,RSMB_782,activate,ask,VFPSZETPFB,13797,240
11:23:37:023,GHXZ_344,activate,ask,IKAFPCXRRN,13914,144
11:23:37:459,GHXZ_344,deactivate,bid,DJYZZNSEIC,None,None
11:23:38:081,YLKV_982,activate,ask,NSDELUZPLD,13742,72
11:23:38:337,RSMB_782,activate,ask,GJFBLQOLHN,14431,42
11:23:38:841,PUUJ_280,activate,bid,UNZROAGXBE,13728,64
11:23:39:401,MDWV_305,activate,ask,YUIQQFZXWR,13768,48
11:23:39:464,MCWL_141,activate,ask,ZFFHNSOZEF,13989,72
11:23:40:091,GHHY_942,activate,bid,YSINYPYTOD,13654,16
11:23:40:348,GHHY_942,deactivate,bid,OZYWKUODVP,None,None
11:23:40:891,GYWV_414,activate,ask,FJHQWWJSMX,13731,96
11:23:41:181,RJHA_711,activate,ask,IEAFSZDMAA,13882,24
11:23:41:532,YIZD_457,activate,bid,EGVXCPPANH,13637,84
11:23:41:740,USBV_898,activate,bid,HUYKIFCWWG,13710,192
11:23:42:412,USBV_898,deactivate,ask,NAQPUCLTSX,None,None
11:23:42:907,GHHY_942,activate,bid,BCSFNRIDJC,13683,252
11:23:43:216,TCUR_853,activate,ask,EKBETLGVYX,13731,300
11:23:43:338,TCUR_853,deactivate,ask,UUPKDEHHLV,None,None
11:23:43:624,FZSQ_738,activate,ask,RDYHIHFFLG,13731,72
11:23:44:020,YCMY_801,activate,bid,BPHNAYCILP,13725,324
11:23:44:227,RBLJ_404,activate,bid,VHNGPHRMZO,13035,45
11:23:44:848,BDUV_963,activate,ask,FDZYOAACTW,13743,324
11:23:45:185,YKYS_500,activate,bid,FMSYWVAYHV,13477,480
11:23:45:628,RJHA_711,activate,bid,CHXAHWNIIL,13703,63
11:23:45:926,TTGN_389,activate,ask,QXZLYGANDF,14069,390
11:23:46:214,DAAN_057,activate,ask,VHZXMJRMNO,13787,162
11:23:46:457,PCSH_366,activate,ask,WGSZKQVZAZ,13761,84
11:23:46:572,TCUR_853,activate,bid,PQDFWZRIWD,13706,240
11:23:46:912,PCSH_366,activate,ask,XYOJLCNVVX,13848,432
11:23:47:005,MCWL_141,activate,bid,WQLSKWBGXJ,13673,375
11:23:47:279,PUUJ_280,activate,ask,VXTTVDRZQX,13731,90
11:23:47:565,GUDK_472,activate,ask,TZVCMFFPHJ,13738,60
11:23:47:948,QQKN_297,activate,ask,ZLYJHSXZVU,13738,45
11:23:48:195,XPKU_205,activate,bid,PVAPOMFGAY,13601,144
11:23:48:742,ILQT_147,activate,ask,QLFIOQVCXT,13744,216
11:23:48:959,CIUN_584,activate,bid,PZZWRPUWZR,13657,224
11:23:49:500,MCWL_141,activate,bid,ZRWLXIKCDG,13658,150
11:23:49:958,KJDQ_398,activate,bid,WEKVOTQAQS,13452,36
11:23:50:184,RWFP_299,activate,ask,YPXQKJOLMO,13813,240
11:23:50:640,RWFP_299,deactivate,bid,XYSKVNMOND,None,None
11:23:51:215,VDYK_729,activate,bid,ZJATRBYTHD,13562,96
11:23:51:287,GOKJ_013,activate,ask,EHGRIXTESZ,13805,320
11:23:51:677,LQLX_167,activate,ask,QWAHRTJBQG,13877,192
11:23:51:714,DAAN_057,activate,ask,NHNNCNMMET,13817,42
11:23:52:285,RWFP_299,activate,bid,CFCTWUFWQS,13729,48
11:23:52:480,CIUN_584,activate,ask,SSCGIFJLHL,13797,336
11:23:52:999,TLKP_290,activate,ask,NGXDMBGSQN,13921,432
11:23:53:226,LWCA_600,activate,ask,KISTHZIPOX,13733,60
11:23:53:705,LWCA_600,deactivate,bid,FMBJNMEAUI,None,None
11:23:53:908,RJHA_711,activate,bid,AUHLYMXJED,13721,32
11:23:54:444,LWCA_600,activate,ask,ICNSQWVODJ,13761,360
11:23:54:481,TOEY_561,activate,bid,OWCVOVPRIV,13718,168
11:23:54:957,TOEY_561,deactivate,bid,PNGUXBARAH,None,None
11:23:55:573,YCMY_801,activate,bid,ZRSWWHYDOV,13578,168
11:23:56:268,GZTK_332,activate,ask,RVWSJSXCXA,13800,216
11:23:56:608,KZQQ_502,activate,bid,VQNZEBZUOV,13730,180
11:23:56:891,RPVI_427,activate,ask,VBBDEKONGI,13731,18
11:23:57:242,TLKP_290,activate,bid,GQFQXAAKDU,13165,75
11:23:57:464,TLKP_290,deactivate,bid,RNTSKMGEIQ,None,None
11:23:57:614,PCSH_366,activate,bid,BJBLWJQQQH,13603,560
11:23:57:982,NFCJ_991,activate,ask,TTBNXTTRBX,13758,54
11:23:58:429,AIWX_780,activate,bid,ZPLTEQAVNB,12995,70
11:23:58:542,JVMG_863,activate,bid,LVMNDPUTBY,13720,108
11:23:58:869,LFDQ_061,activate,ask,OBYJHPKSVD,13794,60
11:23:59:190,GZTK_332,activate,ask,NUEOLMDVMS,13738,120
11:23:59:199,PUUJ_280,activate,bid,TWYFZCUTPU,13220,28
11:23:59:352,KIUK_592,activate,ask,LLITEWJOBT,13827,324
11:23:59:451,LVBW_250,activate,ask,WWQHRYVXQO,13745,216
11:23:59:575,LAQV_775,activate,ask,JPTMIORAJT,13744,192
11:23:59:732,WXPU_028,activate,bid,GYEHHVLFFE,13687,384
11:24:00:372,VCIO_035,activate,ask,EKZTTZWXNA,13740,168
11:24:00:382,LMCM_188,activate,ask,LAVMWOCKYJ,13938,28
11:24:00:668,TSDU_755,activate,bid,ZYQZCAPQZG,13695,60
11:24:01:354,TFST_877,activate,bid,FCCSWQAHHM,13730,144
11:24:01:624,YCMY_801,activate,bid,UTOZDITDVZ,13240,140
11:24:02:074,JHNQ_723,activate,bid,OIWAGMVDSH,13380,420
11:24:02:471,KIUK_592,activate,ask,UHYVDFUCLZ,13960,216
11:24:02:640,VXLP_960,activate,bid,MBOOXXCRPE,13677,48
11:24:03:299,WXPU_028,activate,ask,MNJSNPTXEA,13901,180
11:24:03:504,PUUJ_280,activate,bid,MLJDSZHCQW,13718,48
11:24:03:570,AGKW_757,activate,bid,JWNKSHQOOW,13677,36
11:24:03:692,ZTBU_684,activate,ask,QZOAFRSOPT,13860,10
11:24:03:735,GOKJ_013,activate,ask,ZFEWRVHYWX,13746,560
11:24:04:043,LAQV_775,activate,ask,WFLFVWKVFC,13932,20
11:24:04:735,LAQV_775,deactivate,ask,IYDPWOQWSL,None,None
11:24:05:316,YFOU_374,activate,bid,QYIMYNQRYZ,13724,96
11:24:05:929,LMCM_188,activate,ask,RWSXCJJUJZ,13736,24
11:24:06:043,PCSH_366,activate,bid,NRLUJBTNIQ,13412,54
11:24:06:725,GUDK_472,activate,bid,AHZXPRXQTV,13609,378
11:24:07:424,BMDN_002,activate,ask,NWQZADLIVR,13764,35
11:24:07:813,ILQT_147,activate,ask,RAZCOSBCNT,13739,168
11:24:08:217,TCUR_853,activate,ask,FYDIMUPMDF,13764,24
11:24:08:637,AHPS_810,activate,ask,MMCNIRJRVC,13829,90
11:24:09:303,RSMB_782,activate,bid,WDVDSSHFZE,13455,80
11:24:09:704,KIUK_592,activate,ask,VMCNKRKNCK,14102,180
11:24:10:004,BMDN_002,activate,ask,WWGRDKKYOC,13921,180
11:24:10:174,HPOX_202,activate,ask,QEFIQWNANO,13863,48
11:24:10:424,JHNQ_723,activate,bid,YPEKTOHAZC,13730,150
11:24:11:007,AJWE_569,activate,ask,GOQHTWODQM,13751,144
11:24:11:013,TSDU_755,activate,bid,WBZDHWIFLF,13641,144
11:24:11:491,LFDQ_061,activate,bid,AOZTTXZNWS,13366,128
11:24:11:868,TSDU_755,activate,bid,VXMZCDKTIQ,13729,135
11:24:12:040,DOTZ_154,activate,bid,CERNLXDKZV,13730,24
11:24:12:644,HPOX_202,activate,ask,ZYUCJSBCLN,13958,80
11:24:13:191,EDAZ_814,activate,bid,MIEQSNKIPZ,13680,300
11:24:13:693,WXPU_028,activate,bid,JQPWUPBWGV,13543,45
11:24:14:253,WXPU_028,deactivate,ask,FVDYUJCQMP,None,None
11:24:14:706,CLPE_513,activate,bid,BGSFQFCVBE,13628,48
11:24:14:877,XPKU_205,activate,ask,XSIGWJRPUS,13745,375
11:24:15:366,TTGN_389,activate,bid,OEMKAEQVQE,13717,324
11:24:15:624,DJGA_355,activate,ask,SIPVXKSJYF,13765,90
11:24:15:796,DOTZ_154,activate,bid,URCZWWFYJY,13728,45
11:24:16:411,JVMG_863,activate,bid,XWDYFPSJEJ,13719,48
11:24:16:772,JVMG_863,activate,ask,PTLBCAOELY,13756,144
11:24:17:200,GUDK_472,activate,ask,XLCNLQNRBY,13791,210
11:24:17:697,PCSH_366,activate,ask,CSMDBFKIZL,13731,180
11:24:17:853,GFKB_410,activate,ask,YWHGBUGYEK,13811,72
11:24:18:112,LWCA_600,activate,ask,JGNNRKKARB,13798,72
11:24:18:652,DJGA_355,activate,ask,USOAMOLBRA,13795,48
11:24:18:992,JHTZ_953,activate,bid,FSIDKFWSPK,13575,105
11:24:19:267,DAAN_057,activate,bid,UZSEAZEDIN,13674,252
11:24:19:321,EAVH_368,activate,ask,JGCEFIDRTV,13831,100
11:24:19:976,XPKU_205,activate,bid,VUHDHXMPGW,13490,48
11:24:20:316,PMWA_283,activate,ask,THSSSGGBDK,13761,280
11:24:20:543,DJGA_355,activate,ask,GQKSGKRSUG,13731,300
11:24:21:179,ZAXI_217,activate,bid,BOMQESOUIA,13730,80
11:24:21:836,ZAXI_217,deactivate,ask,YBEQLEEIZI,None,None
11:24:22:061,DAAN_057,activate,bid,RUDZHGKTCW,13718,216
11:24:22:634,LZHC_008,activate,ask,MUNGPXQGYA,13734,432
11:24:23:039,EDAZ_814,activate,bid,BVOCJPJHDI,13505,72
11:24:23:276,AGKW_757,activate,bid,BZPBVZFTPT,13588,96
11:24:23:432,CLPE_513,activate,bid,KMBAYCKYMQ,13688,32
11:24:23:916,CLPE_513,deactivate,bid,UGQCPYBRVN,None,None
11:24:24:403,MUMV_408,activate,ask,GYJCRNWLFA,13935,300
11:24:24:918,RJHA_711,activate,ask,HBKFUWKXWY,13973,144
11:24:25:571,RJHA_711,deactivate,ask,ARPMZSMOGX,None,None
11:24:26:169,RJHA_711,deactivate,bid,TLINIDOELF,None,None
11:24:26:559,RPVI_427,activate,bid,IKJZHTVPBI,13706,165
11:24:26:810,RPVI_427,deactivate,bid,TRIELPQJXP,None,None
11:24:26:972,YFOU_374,activate,ask,XLVFPNZYHM,13737,20
11:24:27:652,VSND_685,activate,bid,DUNUXMHRKQ,13724,160
11:24:27:691,CIUN_584,activate,bid,FZFHPULOON,13608,320
11:24:28:192,YIZD_457,activate,bid,QMJKRTTYDQ,13601,144
11:24:28:695,NKSJ_645,activate,bid,RKYIJLJJPF,13565,60
11:24:29:347,RWFP_299,activate,ask,ICFIAVPODI,13798,144
11:24:29:562,LVBW_250,activate,ask,QGCYNRWSRP,13831,180
11:24:29:817,LVBW_250,deactivate,bid,OPGBPVZLOZ,None,None
11:24:29:999,NFCJ_991,activate,ask,QFJKUZSKLT,13732,480
11:24:30:220,ONGP_558,activate,bid,IJVDCFDLXH,13548,96
11:24:30:866,PMWA_283,activate,ask,FBLXJRWWVW,13799,36
11:24:30:988,PMWA_283,deactivate,ask,DJGPGKZCRR,None,None
11:24:31:534,PMWA_283,deactivate,bid,PAGEWDEPJQ,None,None
11:24:31:562,TCUR_853,activate,bid,SWEHYAKWBF,13730,20
11:24:31:886,LMCM_188,activate,bid,OKWZIMJPDY,13710,294
11:24:32:000,WNPO_051,activate,ask,MSBWNFBVTK,13828,48
11:24:32:119,RWFP_299,activate,ask,GMJHSHBOAY,14216,12
11:24:32:647,SUEP_957,activate,ask,OGISOKULDQ,13823,90
11:24:33:098,SUEP_957,deactivate,bid,QRVHZHWVNZ,None,None
11:24:33:772,ZBVS_913,activate,bid,KMZOQJREQM,13718,56
11:24:34:280,LVZD_988,activate,bid,QADBKVQPZO,13102,192
11:24:34:841,YCMY_801,activate,bid,RAWBAAHXIX,13629,168
11:24:35:303,PMWA_283,activate,bid,SBOQYGXLVP,13730,36
11:24:35:917,MUMV_408,activate,bid,DQFISHQOIO,13687,45
11:24:36:353,TSAO_461,activate,bid,IQLNFICCAU,13724,45
11:24:36:386,BDUV_963,activate,ask,YFUWGWBZSE,13732,84
11:24:36:954,RPVI_427,activate,ask,UNMIVDNUWL,13757,60
11:24:37:242,SYIY_540,activate,ask,PGXLTAKJEK,13732,144
11:24:37:882,LAQV_775,activate,ask,TEYKFQTJSB,13737,144
11:24:37:964,BDUV_963,activate,bid,FMGSGWSNAJ,13677,66
11:24:38:385,WQMD_156,activate,bid,GZVYFRJHGJ,13703,24
11:24:38:823,BDUV_963,activate,ask,NXFFQHRLEN,13818,24
11:24:38:890,SYIY_540,activate,bid,COXBRQXJQW,13570,120
11:24:39:443,KJDQ_398,activate,bid,TJEQNRDJWY,13731,144
11:24:39:608,TCUR_853,activate,ask,WCRKWAEEVE,13752,32
11:24:40:109,GHHY_942,activate,ask,OBJBYORPCZ,13757,180
11:24:40:717,LMCM_188,activate,ask,WZZWANBWCR,14117,480
11:24:41:315,LFDQ_061,activate,ask,DDBAPASMGO,13795,28
11:24:41:870,CLPE_513,activate,ask,LMLOXRCPNS,13758,81
11:24:42:141,ZABL_910,activate,bid,PKDVMBUGDZ,13633,120
11:24:42:779,LVBW_250,activate,ask,RLZDKUFYPG,13757,360
11:24:43:478,FFLO_530,activate,ask,CHQTUOGIKE,13756,525
11:24:44:132,AJWE_569,activate,bid,TSUCPHXPEB,13731,135
11:24:44:289,FZSQ_738,activate,bid,EWVLIHYUFJ,13570,96
11:24:44:449,VDYK_729,activate,ask,DURKSBCTBJ,13738,40
11:24:44:918,GUDK_472,activate,bid,YSMNENSXQI,13716,7
11:24:45:208,GUDK_472,deactivate,bid,EOUZACACMZ,None,None
11:24:45:468,ZAXI_217,activate,ask,DCXLIHEPEI,13863,960
11:24:45:966,AIWX_780,activate,ask,EZWLFCZZZU,14111,64
11:24:46:115,AIWX_780,deactivate,ask,LLSJFINSTK,None,None
11:24:46:754,LZHC_008,activate,ask,VTMFSZRFUN,13932,160
11:24:46:847,PMWA_283,activate,ask,DFQOJFZQTQ,13748,42
11:24:47:412,LWCA_600,activate,bid,XDWRFMCHAV,13698,10
11:24:47:451,ZTBU_684,activate,bid,EBOVDURHLS,13574,36
11:24:47:925,EAVH_368,activate,ask,YRZCSHJWRA,13782,120
11:24:48:504,TOEY_561,activate,ask,TVLVHUWZRW,13749,108
11:24:48:509,ZVJA_679,activate,ask,NNNWPSNXBX,13799,72
11:24:48:707,YXZW_561,activate,ask,ETBYPLGAYG,13734,24
11:24:48:781,GHXZ_344,activate,ask,CQLFGUNJFY,13816,90
11:24:49:410,GHXZ_344,deactivate,ask,MUIFJEQDBN,None,None
11:24:49:485,YFOU_374,activate,ask,JDSBEJEHWJ,13741,450
11:24:49:923,VCIO_035,activate,bid,ZWYTSGCCWW,13637,128
11:24:50:051,ZTBU_684,activate,bid,PDNVXNBYSZ,13577,216
11:24:50:535,USBV_898,activate,ask,FUNELQLMWO,13966,675
11:24:50:905,GFKB_410,activate,ask,IASHGVDVKU,13736,96
11:24:51:030,RWFP_299,activate,bid,MREPFJCHIP,13730,48
11:24:51:267,GHXZ_344,activate,bid,YYESIMHLAA,13656,216
11:24:51:891,WNPO_051,activate,ask,SLSOURBBFA,13732,54
11:24:52:107,TTGN_389,activate,bid,QLSRAQEUXP,13524,54
11:24:52:711,FJGE_609,activate,ask,TURAAMFRIF,13827,64
11:24:53:110,ESUD_912,activate,bid,WTTSDLMKYC,13726,320
11:24:53:592,QQKN_297,activate,ask,GKUUFHTORD,13901,960
11:24:54:029,PUUJ_280,activate,bid,GZZMRJGTWB,13355,6
11:24:54:089,GHXZ_344,activate,bid,JJWQMQQTXP,13722,100
11:24:54:725,GUDK_472,activate,bid,LQAVUVHEJU,13730,96
11:24:54:759,KZQQ_502,activate,ask,LNFTEOJGLO,13790,384
11:24:55:374,GYWV_414,activate,bid,TNDRETTITX,13629,504
11:24:55:847,PMWA_283,activate,bid,FWDCZHVMWZ,13715,180
11:24:56:178,VBWU_693,activate,ask,XLTIXBOBBO,13777,81
11:24:56:246,GMCR_054,activate,ask,FUDSBDINPB,13845,288
11:24:56:569,LVBW_250,activate,ask,MCKBMCNKTO,13742,30
11:24:57:258,LVBW_250,deactivate,bid,GITTZEYAMA,None,None
11:24:57:608,AHPS_810,activate,bid,AXVLJQJERG,13726,405
11:24:57:966,TSAO_461,activate,bid,WWWOFFVTBL,13644,28
11:24:58:254,BDUV_963,activate,bid,BIQUKHOPKT,13715,24
11:24:58:260,LFDQ_061,activate,ask,OZKKPHIWZP,13741,144
11:24:58:440,ZBVS_913,activate,bid,LNDJURYYYD,13730,132
11:24:58:777,NCDC_493,activate,bid,SINBLEHJIM,13647,105
11:24:58:943,AJWE_569,activate,ask,EKGFZYBQRO,13824,360
11:24:59:513,GUDK_472,activate,ask,EGJZYUGBGY,13782,96
11:24:59:595,TFST_877,activate,bid,CFHIJIECUQ,13571,45
11:24:59:892,RSMB_782,activate,bid,JLLNXTNCHK,13689,384
11:25:00:469,AIWX_780,activate,bid,JVMGXDPROK,13649,64
11:25:00:512,JHNQ_723,activate,bid,IZFIKHHSXM,13407,160
11:25:00:518,LZHC_008,activate,bid,HDRNVUQBBY,13723,24
11:25:00:920,XOJB_190,activate,bid,XZQIWQOVEV,13731,180
11:25:01:496,LZHC_008,activate,bid,RPCRWVHDTV,13729,320
11:25:01:620,PCSH_366,activate,ask,STRITBAZJU,13799,180
11:25:02:304,LAQV_775,activate,bid,LLKZXOCAUF,13666,24
11:25:02:442,TCUR_853,activate,ask,LPAAOLFEXN,13732,56
11:25:02:746,LFDQ_061,activate,ask,NLOIEFABER,13775,72
11:25:03:114,DOTZ_154,activate,bid,FSBPLWEOKH,13731,120
11:25:03:517,AHPS_810,activate,bid,OANYCJCUZL,13633,36
11:25:04:206,VXLP_960,activate,ask,NVVRRUQKRJ,13901,336
11:25:04:314,ZEWX_502,activate,bid,JGSCOWVNIV,13730,160
11:25:04:882,MCWL_141,activate,bid,UZSACGKEVP,13713,192
11:25:05:009,VXLP_960,activate,bid,ARGFABHTRL,13725,60
11:25:05:122,KIUK_592,activate,ask,PBBXNNRCHI,13775,126
11:25:05:195,RPVI_427,activate,bid,VKGIBTBFRL,13654,30
11:25:05:748,AIWX_780,activate,bid,RXDHBXNBUT,13464,90
11:25:05:966,GMCR_054,activate,ask,GNPWZMFEDX,13801,28
11:25:06:614,GYWV_414,activate,bid,VSZCOELXES,13404,160
11:25:06:669,GHXZ_344,activate,bid,IIFTOHCMPM,13720,405
11:25:06:718,YIZD_457,activate,ask,TLTIMLLRIU,13739,420
11:25:06:978,PUUJ_280,activate,ask,JBQBSKFFEK,13894,42
11:25:07:139,TKNN_074,activate,ask,JHTKFWJMMS,13755,336
11:25:07:687,DOTZ_154,activate,ask,KJLQIXIRJK,13732,240
11:25:07:964,LQLX_167,activate,bid,CZPLZWRVOS,13678,32
11:25:08:140,LQLX_167,deactivate,bid,AUKUTQGAFZ,None,None
11:25:08:774,WQMD_156,activate,bid,MFWCHHTOHG,13680,560
11:25:08:990,KIUK_592,activate,ask,OWLLLKUICU,13770,225
11:25:09:049,ROEX_888,activate,ask,JVXOUVRBJJ,13993,75
11:25:09:415,TSAO_461,activate,ask,CLBXIBDYGU,13766,15
11:25:09:787,RSMB_782,activate,ask,UZFYXZJIUA,13819,20
11:25:10:054,RSMB_782,deactivate,ask,DZBGYWTSEJ,None,None
11:25:10:063,JHTZ_953,activate,bid,JLDRJJXEPN,12969,48
11:25:10:124,GFKB_410,activate,ask,QXMWIEVPRU,13749,108
11:25:10:592,ZBVS_913,activate,ask,IZDQKCMWXE,13753,224
11:25:10:595,SGQU_037,activate,bid,FOMGLVBOOB,13622,360
11:25:11:075,FJGE_609,activate,ask,VPAXZKLWZY,13736,126
11:25:11:137,ZEWX_502,activate,ask,STAHAXFMLQ,13756,90
11:25:11:266,LVBW_250,activate,ask,IHVHQRSNRZ,14133,252
11:25:11:329,ZTBU_684,activate,bid,OPNWKNUGIA,13565,162
11:25:11:606,ZTBU_684,deactivate,bid,NTVIAXVCEM,None,None
11:25:12:235,TSAO_461,activate,bid,DFOQMRFCUM,13726,40
11:25:12:323,TTGN_389,activate,ask,ATHTWMVLMG,13768,32
11:25:12:688,RSMB_782,activate,bid,TNMDHZQAXO,13273,375
11:25:13:365,ZEWX_502,activate,bid,RIOANBSVDF,13691,70
11:25:13:930,ZEWX_502,deactivate,bid,MXUUYYZPAK,None,None
11:25:14:065,YLKV_982,activate,ask,PPFSVDZIKY,14292,256
11:25:14:665,TCUR_853,activate,bid,FWIAGZBDCE,13720,42
11:25:15:240,GMCR_054,activate,ask,YSNYJQUOFN,13919,120
