,Unnamed: 0,title,Sentiment
1041,1734, nationfirst  honble pm narendramodi  ji hm amitshah  ji revoking an  article     was the masterstrokesgorkhas dream for the creation of separate state of gorkhaland will be the super strokes jay hindjai sree ram   twittercomgorkhachelist    …,1
1042,1735,this only shows the poor intellect of bdutt  as if with  article     all these years they have landed on moon she seems to be fearful as many source of her income would vanish,0
1043,1736,important to mention that at unsc  both france  us backed india firmly saying that abrogation of  article     in kashmir is indias internal matter china was critical of india and was supported by uk for having a public statement but failed to find consensus india prevailed,0
1044,1737,kashmirs struggle did not start in  and will not end todayindias decision to revoke  article     is just another chapter in kashmirs long history of imperial oppression by tamoghna  halder  is an   facebookcomkyautamaikudi    …,0
1045,1738,jammu  kashmir live updates nc moves sc challenging presidential orders on  article       crweworldcomindiatrending    …,1
1046,1739,why was he supporting sectarian laws like  article     or opposing ttt criminalisationmralways believe in con party version of secularism which is trampling upon the rights of hindus while giving rights to minoritiesinshort its called minoritarianism,1
1047,1740,dr wasim hadi shames kashmiri muslims on  article     and  adear kashmiriswhy is so much problem with you from removing  article     and  a when you have never honored it earlier everthese articles   facebookcomomybelovedindi    …,1
1048,1741, pmoindia  why dont govt take any action on antinational people and specially leaders of our country who are speaking against of  article    ,1
1049,1742,you cant say it was totally wrong after all they followed  all the due procedure and it was the requirement of government to use this way to revoke  article     after taking lesson from past circumstances,0
1050,1743,i am hearing about of articles     article     are removed in jk one week agobut jammu and kashmiri public not support to indian government now for this decision according to bbc news also listen about of communication and internet system properly closed,0
1051,1744,respected sirwe proud on our parliament  parliamentarians those are making efforts to make our nation stronger and safebut please take one vastukar वास्तु सलाहकार to check the vastu dosh in the chairs of opposition partieswhy they are against removal of  article      ,1
1052,1746,    this  time  we  have  a little  more  josh  for independence  day  article     repeal  tripletalaqrepealed   jaibharat  jaihind pictwittercomgatuynwfjl,1
1053,1749,why congress is in delimaif congress is against removal of  article     you should be vocal ansan karo dharna doforget what bjp is doing if congress have guts speak out  loudlydont speak behind burqa pchidambaramin  rahulgandhi  congresspresident,0
1054,1753,no doubt great move against  article     and  but have your government seen that student of jammu kashmir studying in different part of india if they need any financial help what they do pmoindia  narendramodi  amitshah  amitshahoffice  ,1
1055,1756,i want to know how much india is spending for kashmir security since revoking of  article     i want to know whether indian hindu extremists have any idea about it,1
1056,1757, bbc the british propaganda machine which still covers the events and issues with colonial hangover has covered the abolition of  article     with the prism of ‘two nation theory’ which was outrightly rejected by the people of jammu  kashmir  pictwittercommfpqtpoxnh,0
1057,1759,this is a very special day our hero gets vir chakra and india gets independence from stupid laws like  article     and we got aazadi from them independencedayindia ,0
1058,1760, thankyourahulgandhi  more recently he led the congress in standing for what is right visavis  article     he did not let the party compromise its core ideology by getting swayed by popular opinion,1
1059,1762,unsc resolution on informal discussion about  article     abrogation in jk fall flat india claimed it internal matter indian ambassador at un intellegntally defended before world press end of this matter in unsc now,0
1060,1763,does any one trying to read the hidden words between the lines in eyes of western  article     is an insignificant internal problem of a country full of problems   wait for their reactions once govt proceed toward   better half of heaven on earth,1
1061,1765,voices from jammu  kashmir must be heard says manmohan singh in first remarks on  article      the financial express   financialexpresscomindianewsvoi    …,1
1062,1767,nahi  article     aur  article   hataane se ho jayega let’s see how kashmiri’s refuse the money that’ll be offered to them for their land economics will smash their fake kashmiriyat   twittercombprernastatus    …,0
1063,1769,this is photoshoped picnd no one killed in the valley since scrapped india scraps  article     for goodwill kashmiri ppl nd why u making fake id of our brother atleast write name with proper spelling ,0
1064,1770,about  mps in uk objected against abrogation of    in india which is totally indias internal matter and about our own people god only knows if they even know what the  article  was the bbc running from london is spreading fake articles and videos day in and out what to say,1
1065,1772,new post “ article     scrapped as jk is a muslimdominated state” p chidambaram    rappedasjkisamuslimdominatedstatepchidambaram   …,1
1066,1773,bringing down  article     wall   dnaiinggcz    via dna,0
1067,1774, kashmirwithmodi the abolition of  article     will herald a new dawn for the people of jammu  kashmir this will open new avenues of employment economic prosperity  freedom for the people of the state,1
1068,1776, kashmirwithmodi the abolition of  article     will herald a new dawn for the people of jammu  kashmir this will open new avenues of employment economic prosperity  freedom for the people of the state   via namo app,1
1069,1777,and dont you think followers of asadowaisi  akbaruddin owaisi may kill narendramodi  amitshah  for abrogation of  article     and triple talaq specially when akbaruddin wants to wipe out the race of hindus in just  minutes but if    and triple talaq has to go it has to go,1
1070,1779,article     could be removed due to societys resolve rss chief mohan bhagwat  india news rssorg  drmohanbhagwat  indiatodayinampindiastor    …,0
1071,1780, narendramodi  good job sir had cho been here today he would have welcomed  article     abrogation,1
1072,1781,a week passed since  article     but so called pseudo seculars drama is continuehigh time narendramodi  ji to frame a new patriotic law with maximum don’t clauseslet the traitors shall punished,1
1073,1782,no i did not accuse you evidently you must have derived that yourself jetfury  not that you will read this yes geoff from portishead blocked me please look at what shashitharoor  says about  article     we only regard the truthpeace pictwittercomgtnrshgrfm,1
1074,1783,will celebrate real independence day after  article   ,1
1075,1785,kashmiri students in dark about situation back home     six days after india revoked the special status granted to jammu and kashmir under  article     and bifurcated the state into two union territories kashmiri students in the national capital are stil…     ,1
1076,1786,wot to talk of visits to kashmir prior to abrogation of  article    he didnt pay a visit to his own constituency on day of polling and resultbtw who says he speaks his own words he gets it written from others by hearts it before vomiting in the media,1
1077,1787,article     was there for  yeas but it dont bring any peace but divide and hate among kashmiri and indian action should be taken to solve it anyhow and abolishing is step ahead in peace,0
1078,1789,pakistan actors  singers like mahira khan atif aslam veena malik are abusing india  supporting pakistan on  article    but our bollywood lobby of swara naseeruddin  anurag kashyap who support pak artists for bollywood consumed fevicol even after pak banned bollywood films,1
1079,1792,article     is history kashmir  valley sunni muslims will have to live with it no more anti india comments no more seperatism and no more ant hindu feelingsenjoy guysomarabdullah  mehboobamufti  shahfaesal  shah faesal take a walk dude you have no career now,0
1080,1794,kashmiri pandits condemn  abrogation of  article     in petition poor old despotic india isnt winning at all kashmir  kashmirissue  panditswillreturn    thequintcomnewsindiakas    …,1
1081,1799,‘nda must show that jk people are  better off without  article    ’   livemintcomnewsindiand    …,1
1082,1801,sad that our kashmir didnt celebrate eid with fervor as always and slightly better than expected based on news items i read  article     removal is the best for them,1
1083,1802,haryana chief minister manohar lal khattar on friday stoked a controversy saying that after the abrogation of  article     girls can be brought from kashmir apparently   aninewsinnewsnational    …,1
1084,1804,but the point is some idiots are feeling  article     was removed just so that mukesh ambani can buy property in jnk,0
1085,1805,the guys catering to a global audience and his efforts to raise an issue which warrants the worlds attention is admirable also he primarily castigated the indian gov for abrogating  article     honestly dont get what youre whining about,1
1086,1806,   india scrapped  article     of the constitution that gave the special status to jammu and kashmirthat was illegal and unconstituional actnot only muslims but indian opposition is also crticising it,0
1087,1807,where was ur intelligence when india was abrogating  article     and  in iok and jammuwhere is ur intelligence agency when more than  days of curfew has been imposed on kashmiris and are facing brutalities of indain army  shame  adolfmodi,1
1088,1808,non sequitur  article     patriotism and small families have nothing to do with each other unless paid propagandists like you create tedious connections and weave strawmen out of them your question is patently dishonest not to mention illogical,0
1089,1811,keep patience awaiting rules since  article     scrapped y hurry to tour bass tiranga lehrane ka din wait till end vande mataram   jaihind,0
1090,1812, pchidambaramin  mr chidambaram ji its not that mr modi revoked  article     becoz of muslims its for betterment of india being a sr person should not criticized for the sake of power from a common citizen of india,0
1091,1813, jsaideepak  sir my own assessment is pls correct me if wrongi article   abrogation  by presidential order of  august under    cant be challenged if challenged then  article   insertion by  order is void ab initioii article     doesnt by itself,1
1092,1814,speak against the modi government all day long we will support you but dont you dare say bullshit about my nation it is a criminal offence i saw you say bullshit about my country before you know there is no  article     protecting you anymore some people learn hard way,0
1093,1816,such a nice video by humsafartrust   ipgmbindia  to celebrate the real independence of india post the empeachement of  article     and  standwithpride        ,1
1094,1817,mj akbar sets the record straight on nehru kashmir and  article      everyone should read this  openthemagazinecomessayspolitic sessayskashmirregained   …,1
1095,1818, timesnow  ask priyanka what did congress do in   years to abrogate  article     u have  president for  years she elects her son as presidenthe  resigns for his  failure and congress elects  mother again as president because no other leader is capable enough very democratic,1
1096,1819,if the fucking hell of a country called porkistan objects to revocation of  article      and consider kashmir a disputed territory  how on earth can they make cpec corridor there  till the time kashmir dispute       …,0
1097,1820, ppbajpai  do you remember this interview of faruk abdullah how arrogantly he was replying you he was very aggressive in his every responsewhat made him so bold it was  article    he knew that govt cant do anything with himcan he talk to you in same manner now  ,1
1098,1822, kashmirwithmodi today in the true sense is india united longstanding concerns of the people of jammu  kashmir and ladakh are finally being addressed with the end of  article     many discriminatory practices too came to an end via namo app,1
1099,1824, amitshah  respected sir honourble home ministry of india congrats  successfully     article  removed for jammu and kashmir peace of living people in j k begins now with new era,1
1100,1826,oh is it i just stated that there isnt a single violence reported after the revocation of  article     by the way youre from pok can u kindly tell me who killed arif shahid in rawalpindi and did u protested when gilgit baltistan was separated,1
1101,1827,time changed that time swept by flood water created by abrogation of  article    all dirt washed away now emerging new kashmir,1
1102,1829,a very happy independence day to all indians across the world and in indiathis independence day is special as we celebrate this in jammu  kashmir as well after removable of  article    salute pm modi and hm amit shah ji for this courageous actjai hind jai bharat  ,1
1103,1830,helping poor people is not appeasement article     shah bano were appeasement not helping poor,0
1104,1832,article     first step of rss  bjp campaign to destroy indian constitution  tic analysis    ,1
1105,1833,having successfully piloted revocation of  article     article   in a seamless manner which has not only blindsighted pak but also flummoxed them narendramodi  speaks about kashmir and the last  eventful days to sandeepbamzai  iansindia    ,1
1106,1834, kashmirwithmodi  article     and  gave terrorism separatism dynasty politics corruption to jk pakistan used it to destabilise the region  people had to give up their lives due to the toxic situation these articles created says pmvia namo app,0
1107,1835,amit shah the people of india are happy with the decision of abrogating  article    meanwhile my friend list on fb       …,1
1108,1836,it took rahulgandhi   hrs to come up with  lines on removal of  article     whereas few mins to tweet on fake news of khattarji speaking on kashmiri women and ppl used to say he was a pm candidate,0
1109,1837,he should be called jihadi topper btw whether you report or speak or discuss it is meaningless  waste of time there is no  article     which you talk of instead you can talk of the birth ofd bin tughluq,0
1110,1838,celebrate it by writing an  article  in scoopwhoophindi  that about  lakh pakistani refugees will have the freedom in true sense as they now get the right to vote and participate in democracy as a result of abrogation of  article    ,1
1111,1839,article     modi rajnath singh effigies burnt abroad no old video from mizoram    dirajnathsingheffigiesburntabroadnooldvideofrommizoram   …  via altnews,0
1112,1840,they were angry and appalled at the manner in which the indian media was whitewashing this history many said “ article     was the contract between kashmir’s leadership and india’s,0
1113,1841,until  article       was revoked people like you though it is impossible but plan was going on for years similarly pok is an issue existing for  there should be a plan with current governmentit is right time as pak is economically not strong to retaliate   twittercomkeerthicstat    …,0
1114,1843,the leadership of of modi n shah is for nation not anti national like u n ur channelndtv n ur boss why u r so disturbed with demo n  article      i think ur overseas boss is fucking u   twittercomsardesairajdee    …,0
1115,1844,“what kind of petition is this” says chief justice on  article     plea   indiatimesofnewscompoliticalpoli    …,1
1116,1845,article     voices from kashmir emerge       via youtube   by no means these are all signifying reality but these are true,1
1117,1847, sardesairajdeep  thelallantop  life after  article     who is not happy jung hogi kashmir industry       via youtube,0
1118,1849, bbclostcredibilityonjammukashmir  failed to report mass celebrations in ladakh and jammu on revocation of  article     are bbc urdu and bbc jk reporters infiltrated by pak origin journos,0
1119,1851,liberals were ok with pakistani boys marrying kashmiri girls and becoming kashmiri citizens as  article     allowed it but they ass is burning if any nonkashmiri indian marries a kashmiri girl ,1
1120,1853,can you pls show the single sentence in shimla agreement referring to  article      directly or indirectly    twittercommichaelkugelma    …,1
1121,1855,president cannot modify  article     using  article    a kashmiri lawyer shakir shabir has approached the supreme court of india challenging the presidential order of august  which had paved the way for scrapping of  article     of the constitution,1
1122,1856,sir why dont you meet narendramodi   amitshah  for baloch freedom this is the right time sir as the  article     issue is hot  all countries are in favour of india pakistan terrorist agenda is disclosed to whole world  nobody is willing to support pakistan except china,1
1123,1858,terror groups in pok launch antiindia protests threaten for jihad in kashmir after the abrogation of  article     which ended the special status of jk terror outfits in pakistan occupied kashmir have been launching antiindia protests and threatening to launch jihad  ,1
1124,1859,pakistani have become deewane since revocation of  article     you will see kashmir much more peaceful and glorious in coming time soon hope u will not mind them seeing happy,1
1125,1860,everything wrong with a class  student being asked to thank modi for removing  article       livewirethewireincampuseveryth    …  via livewire,0
1126,1861,sounds like some people are unable to mint money this time because of this lock down in kashmir achha haihowever antiindia brigade is in its full swing to do anything since the  article     abrogation just for few buckslanat hai,0
1127,1862,what logic you want to talk  when u dont ready to understand anything  this land was part of india hindus  the king was hindu and he merged this land with india   article     was temporarily provision but still we waited  year but situation becomes worse due to this,0
1128,1863,no masala news becoming available to ndtvindia  bdutt  sabanaqvi  dhume  this cult will also go opposition and  article     way criticizing and false accusations are two different things,1
1129,1864,he did not answer any questions properly in the entire press conference the answer to every question was that giving us time will be all right he was confused throughout the press conference nor did he answer the question on  article    ,0
1130,1865, he seems to have no idea of kashmirs history kashmiri pandits ladakhis and residents of jammu are also impacted by abrogation of  article     people of laddakh jammu and many in kashmir are happy but then the focus seems to be on religious fanatics in kashmir illiterates,1
1131,1866,full govt body in india and pak are busy on  article     do not acknowledge no statement from leadership on worst economic circumstances of both the countries they offer no remedy to this multiple problem and ground realities fm is silent on  position of indian economy of ,0
1132,1867,kashmirs  pok  is integrated part of india clearly written in  article     a ,1
1133,1869,attn unsc on the  of august u  will listen the same case of iok which u heard  yesrs agowhy  yrs ago un declared kashmir  issue is a disputed areawhy ppl of kashmir  was caught under   artificial  article     of indian constitution value them   twittercommushaalmullick    …,0
1134,1870,a lot of damage  can  be inflicted behind the euphoria of   article      celebrations protests and bandh in punjab haryana and       …,0
1135,1874, ndtvkamallya  i am a normal citizen i have seen report by ndtv they are showing very very negative report on jammu  kashmir post  article     lifted up also everyday i see ravish kumar report he always run negative about india development ndtv and team must be banned,0
1136,1875,i just wasted my time in reading this  article  and guess what nothing was found as evidence which proves this that patel was in favor of  article     such a stupid peace trying to manipulate history and convincing hard but ruthlessly failed ttindia,0
1137,1877,draft letters called the revocation of  article     an “historical decision” that would “end the terrorism” and praised mr modi’s “able and astute   independentcouknewsworldasi    …,1
1138,1879,msd trio is said to hav had their task cut out on  article     move pm narendramodi  gave the political weight by approving the decision hm amitshah  was tasked with ensuring legal ways to do it and to get it passed in both houses,1
1139,1880,tomorrow about   writers and cultural activists will come in support of  article     this has become order of india now nothing new,1
1140,1881,chachanehru would never have given  article     for a hindu state most importantly no hindu state would pelt stones and do   and kill  army men for hafiz sayed ,1
1141,1882,ironically those who implanted are now cursing the abolition of  article     they are openly countering our bharatas foremost decision which should be removed one day none of their politicians ever raised voice against the massacre of countless innocent kashmiri pandits,1
1142,1884,now it is crystal clear that  as jk was a minority dominated state  congress was not interested in scrapping  article      shameshame          bjp leaders attack chidambaram for saying  article     scrapped as jk muslim state  india news   indiatodayinindiastorybj    …,0
1143,1885,bhai sbwhat is the outcomeany joint statementindia taking back the decision of  article    what exactly we gain  tangible ,1
1144,1886,coincidence oh whao ms dutt do you want the people to believe you his father is completely ignorant as to why  article     has been abrogated you were just trying to put words in his mouth stop your negative propoganda and give peace a chance,0
1145,1889,had no doubts about consequences of removing  article     amit shahas a home minister there was no confusion in my mind about the consequences of removing art    i’m confident terrorism in kashmir will finish  ,1
1146,1891,what is  article        singh media channel always voice of peoples lives in india or another country so don’t miss our special program what is  article                           live broadcast tomorrow …       …,1
1147,1892,ex raw officer n k sood on  article      congress       via youtube,0
1148,1893,kashmir   article     open letter to social media warriors for sensitivity       …    india  socialmedia  twitter  via rightlogin,1
1149,1894,the right thing  had nehru agreed to imply  article     in kashmir because it has muslim majority ,1
1150,1898,just watched a video of kanhaiyakumar  commenting on  article     it was very funnyhis knowledge on this topic was exactly same as of his friend he was referring to in the video  the people talking about buying land and getting wife from jksuch an illiterate he is,1
1151,1900,bbc news   article     has india bitten off more than it can chew in kashmir   bbccouknewsworldasi    …,1
1152,1901,scrapping  article     will surely bring destruction for india  eventually we kashmiris will be free freekashmir,1
1153,1904,how high are you maam right now what happened there did india withdraw its unilateral presidential decree of abrogation of  article     or end curfew in iok or gave independence to iok obviously none of these happened so why and what are you celebrating babu,0
1154,1906,sonia gandhi called cwc meeting to decide  sonia gandhi to declare sonia gandhi as interim president it took whole day on this now all cwc members will sit to discuss what is  article    ,1
1155,1907,under  weeks since the formation of the new government several pathbreaking decisions have been taken these include decisions on  article     the end of triple talaq steps for the welfare of farmers and traders pm shri narendramodi  स्वतंत्रतादिवस ,1
1156,1909, lautkebuddhugharkoaaye pak foreign minister today accepted in interview that he rushed to us china uae and so many other countries for begging thier support against the removing of  article     in jk but not a single country stand by them it is the power of naya hindustan,1
1157,1911,drink and drive mein pakada kya aapko please dont be insane to compare  article     to sakinaka issue lets accept people are padhe likhe gawar who dont follow traffic rules we can teach the uneducated what to do about educated idiots who drive like crazy,0
1158,1913,if the voice was not heard for the past  years then its a proof that  article     was useless it kept kashmiris away from rest of india  article     shouldve been removed after exodus of kashmiri pandits from kashmir but bcoz of lack of political will  vote bank it stayed,0
1159,1915, kashmirwithmodi due to the revocation of  article     the rights and responsibilities of every citizen in the country have become equal says pm modivia namo app,0
1160,1916,this is what happens all over india except kashmirsangli mhwhat kashmir used to offer to the armed forces we all knoweye opener and slap to those who are barking over    and removal was illegal and other shitwatch thisspot the difference and keep bloody shut    ,0
1161,1917,i agree that talks on  article     were long overduethe center should have followed due process and conscience the lack of a conversation with the people of kashmir is a betrayalthe way the people are being oppressed during this festive season is heartwrenchingsorry  kashmir,0
1162,1918,words mean nothing  take solid and concrete action with sanctions and or calling a meeting of the un security council  the reality is that today’s indian government is on the road to facism the abolition of  article     just accelerated that process ,0
1163,1919,it will be decided by the supreme court where many writ petitions have been filled challenging scraping of  article         twittercomtimesofindias    …,1
1164,1920,in a speech today for pakistan independence day pakistan prime minister imran khan told politicians in pakistanadministered kashmir that indias revocation of  article      the complete lockdown of kashmir   facebookcommaryscullyrepo    …,1
1165,1921,the lesson of the abrogation of  article     of the indian constitution is clear the indian state does not stand for the wishes of its people but for the naked aggressions in every sphere  yaqoob khan bangash bangashyk  tnsthenewscompkdiscoveryindi a   …,1
1166,1922,earlier in the week labour mp british pakistani yasmin qureshi wrote to uk pm boris johnson calling on him to “strongly condemn the actions of the indian government” and its “illegal and unconstitutional revocation of  article     to annex kashmir”     ,0
1167,1924,a very balanced and knowledgable view on kashmir accidents of history  article     and more such writing exposes the shallowness of global media on this multifaceted and complex issue   fairobservercomregioncentral    …,1
1168,1925,qureshis statement at rawalpindi was fieryhe had lost balance due to loss of pak in every aspect on abrogation of  article     by india in kmrfeeling helplesshe has to call on the doors of hafizsalauddinmasood to strengthen its army for continuance of proxy war against india,0
1169,1930,some groups  organizations from   are passing on statements against india over  article     jammukashmir  i guess this peoples need to take care of there own country   is capable enough to take correct decision in favour of jammukashmir  ,1
1170,1931,a great  move by modi govt to strengthen  the unity and integrity of the nation and  to give justice to  lakhs  of jk pundits  to defeat the conspiracy against india  by pak   us   article     provides breeding  ground for  terrorists to weaken  the nation and divide it,1
1171,1932, priyankagandhi  always takes the pak line there is nothing new in that congress is supporting pakistan on the matter of  article     priyankatakespakline,1
1172,1937,there could’ve easily been peace even with things the way they were india and pakistan both sharing kashmir but the indian government tried to harshly abrogate  article       which started riots and protests in indian kashmir pakistan did nothing but speak out for them,1
1173,1938,a section of social media users have slammed pakistani singer atif aslam for condemning india’s decision of scrapping  article     and  from jammu and kashmir “happy to share something very big with all of you inshallah i’ll be…   koimoicombollywoodnews atifaslamgetsslammedbynetizensafterhewritesaboutkashmirissueontwitterutmsourcedlvritutmmediumtwitter   …  newstodayaround pictwittercomlxkafkffxd,1
1174,1939,is this viral video of kashmiris protesting against revocation of  article     real       …,1
1175,1942,revocation of  article     is arbitrary sheikh abdullah’s granddaughter   thehinducomnewsnational    …  thehinducomnewsnational    …,0
1176,1943, kashmirwithmodi today in the true sense is india united longstanding concerns of the people of jammu  kashmir and ladakh are finally being addressed with the end of  article     many discriminatory practices too came to an end via namo app,1
1177,1944, kashmirwithmodi the abolition of  article     will herald a new dawn for the people of jammu  kashmir this will open new avenues of employment economic prosperity  freedom for the people of the state,1
1178,1947,in north and central india most of  the congresses hide their identity and down their party flag because people taunt them to their anti national ideology for  article    ,1
1179,1948,a legal challenge to the centres decision to end special status to jammu and kashmir under  article     was adjourned by the supreme court today with chief justice of india saying the petition has no meaningsupremecourt  பிம்பிளிக்கிபிளாப்பி ,1
1180,1949,sagarika ghose shares an old report to insinuate that the army is using brutal measures to suppress rebellion in kashmir after abrogation of  article      opindia news       …,0
1181,1951,gandhis  vadras are known dumbs but even the “great legal brains” opposing abolition of  article     could not explain to the supreme court why they are opposing cji gogoi had to tell them that even after reading their petition for  minutes he “could not make out anything”,1
1182,1953,the abrogation of  article     was hailed as a master stroke by the central government especially as it was seen to be the long coveted weapon  to combat terrorism but the possibility that prayers may not be  permitted at jamia masjid one of the largest mosques may,0
1183,1955,   we are writing as you meet to discuss the situation in kashmir the august   decision of the indian parliament to dismantle jammu and kashmir’s “special status” under  article     and  article   of the indian,1
1184,1959,news   nc challenging presidential order in sc on  article           …,1
1185,1960,nehru was a criminal he announced ceasefire and imposed  article     former madhya pradesh cm shivraj singh chouhan  opindia news       …,0
1186,1961,how uninformed we have all been on  article     we includes the average kashmiri i am sure  ,1
1187,1962,article     why is kashmir tense about it  what can india do     ,0
1188,1963,i am saying one thing those people are opposing government for revoking  article     and  and deploying section  of indian criminal code should leave india for beluvhistanand  ever oppresed people of beluvhistan should be allowed to join india that is my logic regard,0
1189,1964,whats your problem mr pandita you r free to mislead ppl on  article     as usual  how can you accuse sreenivasanjain  if panalist who himself is kashmiri pandit exposing your fake narrative to mislead nation on  article       twittercomrahulpanditas    …,0
1190,1966, rsprasad  sir when will indiapostoffice  be free of d  imaginary  article     it is underwen will d posts of  billion indians reach their destinationsconsignment no  showing at d same place sherkot so since  aughow many days will it stay dere  ,1
1191,1967,daughter of out on bail congress president sister of out on bail congress expresident  wife of out on bail alleged scamster ms priyanka vadra toes the paki lineshe says the abrogation of  article     by nda is illegaleven the perceived masks are offslow claps ,0
1192,1970,dissent in congress over  article     isnt new its mps supported bill to scrap it in    theprintinindiadissent    …,1
1193,1971,my sisters and brothers of jammu kashmir and ladakh always wanted a better future for them but  article     did not enable itnarendramodi   firstpostcomindiaarticle    …,1
1194,1972,indias leftist parties organized the march in favor of the besieged people of kashmir and demanded from the nazi government of bjp in india to restore  article     the march took place in delhi   facebookcomaslamabdullah    …,0
1195,1973,are you high on drugs there is no  article     in punjab yes there is a drug menace thanks to the porous border with pakistan,1
1196,1974,then what was the right way to remove  article     according to these intellectuals right is to talk to the other parties and we all know their stand on kashmir so this was the right way,1
1197,1975,‘if  article     was so important why was it kept temporary for  years’ pm modi’s stinging attack on congress in iday speech  financialexpresscomindianewspm    … ,1
1198,1976,upscale srinagar neighbourhood in viral bbc video is the new protest hub on  article   ,1
1199,1977,article    child marriage were allowedmanual scavenging was compulsory for some castes women didnt have property rightsno right to education for kidsthink again ,1
1200,1978,sanghis spent entire life trying to prove that kashmiris only understand stone pelting  never want peace past  days theyre trying to prove kashmiris are peaceful  totally integrated with india in  weekso did kashmiris protest  yrs for repeal of  article    kashmir,0
1201,1979,good to see champaks and chicas from bangladesh are protesting in dhaka against the abrogation of  article     in india now this is what i call “begane janaze mein abdullah inconsolable” ,1
1202,1980,there was statement from pakistani minister saying that arundhati roy congress left party and mamta banerjee are against abrogation of  article     in jk due  to their anti govt stand we have given ammunition to pakistan to internationalise kashmir issue is this patriotism,0
1203,1981,the people who against abolition of  article       then why dont you see human right voilation in pok and balochistan balochistanisnotpakistan balochistansolidarityday ,1
1204,1982, kashmirwithmodi  it is modi govt which is finally fulfilling the aspirations of the people of jk the tyranny of the decades old law finally came to an end by showing  article     the door the govt reiterates that jk is an integral part of indiavia namo app,1
1205,1983,article     modi govt has converted jk into jail say activists demand restoration of democracy   nationalheraldindiacomindiaarticle    …,0
1206,1984,nc moves sc challenging presidential orders on  article                ,1
1207,1985,haseeb drabu who made this guy a finance minister i am sure he needs to read  article    ,1
1208,1986,tell first all your party leaders to favour openly to govt decision about  article    ,1
1209,1989,nope under  article   gb doesnt fall under your parliament no right to vote either or any act of parliament applied free to independently make its own decisions jist like jk before    cut go figure,1
1210,1990,common man in kashmir rejoicing abrogation of  article     union minister jitendra singh    indiatodayinindiavideoco    …  via indiatoday,0
1211,1991,this new kashmir  after removal of  article     looks evolving and preparing to celebrating eid  ,1
1212,1993, webduniacheck  the centre on saturday rejected media reports about a mass protest in srinagar against the abrogation of  article     that gave special status to jammu and kashmir the provision was revoked earlier this week  kashmirstandswithmodi  timesnownewscomindiaarticle    …,1
1213,1995, whatsleftofindia  arundhati you never look away  never forget sounds kinda hypocritical or else why would you look away of the outcome of  article     in jk or why the minority kashmiri pandits faced genocide  forced to flee kashmir valley in  how did thy look away,0
1214,1996,but what to oppose here what is link of economy with  article    do u think big country like india will focus only one area at time big joke even i execute multiple things in a day are we not proud to scrap  article     irrespective of which govt does   twittercomanoopmaheshwar    …,0
1215,1997,u laughing pie if ur not concerned abt india then why you have a joint parliment session to discuss  article     of indian constitutiona person can be a fool but not a whole country,0
1216,1998,article     removedpakistan on his kneesforeign relations in a much better positionupper caste reservations in placeram mandir bhi aa hi jayegasonia gandhi again con pres me mat kehna ki evm hack ho gyimanvswild  shobhade    modiondiscovery,1
1217,1999,so whats your opinion barkha during the period when  article     was in force  casualties of both civilian  army personnels lives took place whereas since  august  to till date not even a single casualty of life has been reported now are you downplaying it,0
1218,2001, pakistan  government has launched a crackdown on the sale of indian movies  banned airing of advertisements for indiamade products on television channels in the wake of tensions after new delhi revoked  article     that gave special status to jammu  kashmir kashmirplebiscite,1
1219,2002,after abrogation of  article     our dream of one nation one constitution has become a reality each one of us can feel proud of this and work towards realizing the dream of ek bharat shreshth bharat  pictwittercomyavwadakqk,1
1220,2003,then sumanthraman   of indians are  not neutral when it comes to  article     maams i saw u in debates taking sides with oppositions ok you give me one good example for keeping  article    ,1
1221,2004, malala  speak few words against the abrogation of  article     and  against forcful prevention of education to kashmiris  childrenagainst use of cluster bombs and pallet guns on unarmed kashmiris against basic right of self determination of their faithspeak madam speak,1
1222,2005,national conference mps mohd akbar lone and hasnain masoodi move the supreme court challenging scrapping of  article     in jammu and kashmir  pictwittercomrcurzmuxai  pmoindia xenoh,1
1223,2006,bold and good decision of revoking  article     and  narendramodi,1
1224,2009,but sadhavi ji   can u pl say i n the name of lord ram ji  that chidambram is telling wrong further ppl of jammu are now opposing abrogation of  article      as it has affected their rights as well  no body outsider wd b allowed to buy land in j k this is local jammuites,0
1225,2011,is balochistan having any  article    why u r crying on india,0
1226,2014,“they say everything is normal in kashmir  i do not trust what the delhibased television channels are airing there is no celebration here we are not happy” there is palpable anger at the centre’s decision to annul  article      defencepkpdfthreadsi    …,0
1227,2015,article      legal cell supports modi govt says scrapping done in    financialexpresscomindianewsart    …  via financialxpress,1
1228,2016,shimla agreement stands null and void after abrogation of  article     it was violated in the past as well both by pakistan and india so it doesnt have much value,0
1229,2017,answer to is the bbc video showing protests in kashmir after  article     was revoked fake or real what are your thoughts on this by raj gupta   quoracomisthebbcvid    …,0
1230,2020,on  article     nation is speaking in one voicenarendramodi amitshah ajitdoval have done a tremendous job in appraising nation of groundrealityyou cant allow islam to spread its wings in the name of   in jkin the name of secularism  in rest of india  twittercomkanchanguptas    …,1
1231,2022,listen i used to follow you but this is clear bullshit before you spread more fear by saying things r going to get worse restrictions are being lifted tomorrow and you are no military or political expert also its   not    section    unsubscribing netflixindia,1
1232,2023,havent even used  article     you know why problems runs deeper than this  article  dont support either of those but you probably support people being lockdown in their houses not being able to avail medical facility etc go brush your teeth you stink of islamophobia       …,1
