,Unnamed: 0,Unnamed: 0.1,title,Sentiment,Noun_Word
117,117,195,it is difficult to make a paki understand that situation is different heredont forget he is still alive even after pak military ordered to kill him also i have seen what pakistan is doing after abrogation of  article     only crying next pokin india  free balochistan,0,"['paki', 'situation', 'heredont', 'pak', 'military', 'pakistan', 'abrogation', 'article', 'pokin', 'india', 'balochistan']"
118,118,196,national security got actually endangered by putting  million people under arbitrary open detention it got endangered by cutting off the tie  article     kashmiris had with indian union one cannot annex territories and hope things will be fine,0,"['security', 'people', 'detention', 'tie', 'article', 'kashmiris', 'union', 'one', 'territories', 'things']"
119,119,197,thank you for your wonderful work with getting un on our side for on  article     situation ,1,"['work', 'side', 'article', 'situation']"
120,120,199, congresskafamilydrama   days after electionsbjpformed govt in karnatakaremoved  article     made ladakh union territorypassed triple talaq billlargest membership drivemade extremely strict antiterror lawscongress son gave congress president post to mother,0,"['congresskafamilydrama', 'days', 'electionsbjpformed', 'govt', 'article', 'ladakh', 'union', 'talaq', 'membership', 'antiterror', 'lawscongress', 'son', 'congress', 'president', 'post', 'mother']"
121,121,200,superb performance akbaruddinindia  your pc regarding unsc close door meet indias position on kashmir situation post scrapping of  article     and preconditions of bilateral talks with pakistan is an example of best traditions of diplomatic excellence    ,1,"['performance', 'pc', 'unsc', 'door', 'indias', 'position', 'situation', 'post', 'scrapping', 'article', 'preconditions', 'talks', 'example', 'traditions', 'excellence']"
122,122,201,by going against abolition of  article     incindia  is digging its own grave because people of india are watching them the real congress face is clearly getting exposed now,1,"['abolition', 'article', 'incindia', 'grave', 'people', 'india', 'congress', 'face']"
123,123,203,post abrogation of  article     current established companies like aegis customer support services are winding up operations and asking employees to put down papers and look for other options what a start pmoindia  ndtv  amitshah  aegisonline  shashitharoor  ajenglish,0,"['abrogation', 'article', 'companies', 'aegis', 'customer', 'support', 'services', 'operations', 'employees', 'papers', 'options', 'start', 'pmoindia', 'ndtv', 'amitshah', 'shashitharoor', 'ajenglish']"
124,124,207,kashmir constitution lapses with abrogation of  article     this is how most indians including me see it to a potential jihadist everything appears as murder what say shahfaesal  ,1,"['constitution', 'lapses', 'abrogation', 'article', 'indians', 'jihadist', 'murder', 'shahfaesal']"
125,125,208,article     deterred development in jk statistics prove state to be better than many others     terreddevelopmentinjkstatisticsprovestatetobebetterthanmanyothers   …,1,"['article', 'development', 'statistics', 'state', 'others', 'terreddevelopmentinjkstatisticsprovestatetobebetterthanmanyothers']"
126,126,209,more than  crore people supporting government decision to revoke  article      now tell me what you want to say  ,1,"['people', 'government', 'decision', 'article']"
127,127,210,after dismissing  article     indian government has losed ligial position about kashmir resolution i appeal to uno plz allow to kashmiri nation for establishing a new ligial forum themselves,1,"['article', 'government', 'position', 'kashmir', 'resolution', 'kashmiri', 'nation', 'forum']"
128,128,211,dates and schedule wont match because hell be busy shooting  article     chandrayan ,1,"['dates', 'schedule', 'hell', 'article', 'chandrayan']"
129,129,212,pakistan has no choice but to stop the exports of terrorism after revoking  article     rightly said by pm narendramodi  india has  tolerance over terrorism he also said that he will force pakistan to stand alone in front of world thats happening      …,1,"['pakistan', 'choice', 'exports', 'terrorism', 'article', 'pm', 'india', 'tolerance', 'terrorism', 'pakistan', 'front', 'world']"
130,130,213,days after  article     was taken down unknown miscreants vandalise shyama prasad mukherjee’s statue in rajasthan       …,0,"['days', 'article', 'miscreants', 'prasad', 'statue', 'rajasthan']"
131,131,214,i thought twice if i should read and then decided not to namo corrected a historic wrong and these people cant digest  article     abrog is good for india and indians periodbad for india parasites,1,"['namo', 'wrong', 'people', 'article', 'abrog', 'india', 'indians', 'periodbad', 'india', 'parasites']"
132,132,215,lock down for a long time is in itself an acceptance of committing a blunder in the form of lifting  article    ,0,"['time', 'acceptance', 'blunder', 'form', 'article']"
133,133,216,reportedly the visa was given  days before the kashmir issue  article     still i condemn this im totally against all this bollywood shit in pakistan we are losing our precious forexim glad  imports from india suspended by our government its a big saving,1,"['visa', 'days', 'issue', 'article', 'bollywood', 'shit', 'forexim', 'imports', 'india', 'government', 'saving']"
134,134,219,its very proactive why he did not say anything when kashmiri hindus were driven away from the valley if he cannot support the scraping of  article     let him shut his mouth he is creating unjust in j  k,1,"['hindus', 'valley', 'scraping', 'article', 'mouth', 'k']"
135,135,222,either way india’s security and diplomatic establishment has far more to deal with in the coming months than just pakistan’s response to the abrogation of  article        hebifurcationofjammukashmirtellsusaboutindiaschinastrategy   …,1,"['way', 'india', 'security', 'establishment', 'months', 'pakistan', 'response', 'abrogation', 'article']"
136,136,224,article     magsaysay awardee sandeep pandey put under house arrest in up    gsaysayawardeesandeeppandeyputunderhousearrestinup   …,0,"['article', 'magsaysay', 'awardee', 'sandeep', 'house', 'arrest']"
137,137,225,protest outside the indian consulate in nyc against india’s brazen occupation of kashmir and the striking down of  article     freekashmir ,1,"['protest', 'consulate', 'nyc', 'india', 'occupation', 'kashmir', 'article']"
138,138,226,ur land stop dreaming so called  article     is no more nd if u go with d history then go nd look  yr ago its d place of shankaraachaary ji nd dont worry the way govt kick ur ass will do same with all separatists,0,"['land', 'article', 'nd', 'u', 'd', 'history', 'yr', 'd', 'place', 'ji', 'way', 'govt', 'ass', 'separatists']"
139,139,227,he said with repealing of  article     it would now be possible for haryana boys to find suitable brides in kashmir nothing misogynist in his assertion,1,"['article', 'haryana', 'boys', 'brides', 'kashmir', 'assertion']"
140,140,229,my point is  article       was misused by radicalist in valley for jihad spreading hate  poison in the minds of youths so its not question of hindu or muslim majority if  article  was not misused there would not have been terrorism practised,0,"['point', 'article', 'radicalist', 'valley', 'jihad', 'hate', 'poison', 'minds', 'youths', 'question', 'majority', 'article', 'terrorism']"
141,141,230, majorgauravarya     meconomictimescomnewspolitics    …  sir now russia backs indias decision to revoke  article     pakistani should now put a full stop on kashmir banega pakistan,1,"['majorgauravarya', 'meconomictimescomnewspolitics', 'sir', 'russia', 'decision', 'article', 'pakistani', 'stop', 'banega', 'pakistan']"
142,142,231,that reporter is a jokerwhen congress has already made its official stand clear on    through a press release why was he insisting on her views on    article     is a complex subjectprobably he wants to sensationalise by getting some casual remark on    from her,0,"['reporter', 'congress', 'press', 'release', 'views', 'article', 'subjectprobably', 'remark']"
143,143,234, pchidambaramin  you paint  propegate the abrogation of  article     as communal move to make hindus happy since kashmir being a muslim majority state what was the fault of hindu kashmiri pandits who were literaly thrown out of the valley  this move has closed your terer shop,1,"['pchidambaramin', 'abrogation', 'article', 'move', 'hindus', 'kashmir', 'majority', 'state', 'fault', 'hindu', 'kashmiri', 'pandits', 'valley', 'move', 'terer', 'shop']"
144,144,236,i hope some intelligent person can give a good rebuttal to this first well researched  article  thewirein   from kashmir  and    to partition   s hatred of nehru  is fuelled by falsehoods  thewireinhistoryfromk    … via googlenews,1,"['person', 'rebuttal', 'article', 'thewirein', 'hatred', 'nehru', 'falsehoods', 'thewireinhistoryfromk', 'googlenews']"
145,145,238,you thought modi couldn’t scrap  article     he did it now you’re thinking the world will keep buying the twisted narrative of pakbacked islamists you will lose again insha allah,0,"['article', 'world', 'narrative', 'islamists']"
146,146,239,ab vajpayee wanted to end    so how can you say that narendramodi   and amitshah   combine has repudiated what is so inhumane and undemocratic you find in abrogation of  article     please give up this negative narrative and join the mainstream for now,0,"['ab', 'vajpayee', 'narendramodi', 'amitshah', 'abrogation', 'article', 'narrative', 'mainstream']"
147,147,240,rahul ji appeal and wish to kashmiri people to accept the  article     has been scrapped and should move for development and prosperity be prepared for coming election in jk  otherwise no one support congress anywhere act according to  situation for better future of congress,1,"['rahul', 'ji', 'appeal', 'people', 'article', 'development', 'prosperity', 'election', 'support', 'congress', 'act', 'situation', 'future', 'congress']"
148,148,241, aajtak  i agreedemocracy escaped miraculously from the clouches of  nehrugandhi  communists  their shoe licker followers o eg youif you dont ustand study aborgation of  article    which was notified  to save half brother shaikh abdullahwho was jailed by hsinghaaathuuu,0,"['aajtak', 'agreedemocracy', 'clouches', 'communists', 'shoe', 'licker', 'followers', 'o', 'eg', 'youif', 'ustand', 'study', 'aborgation', 'article', 'brother', 'hsinghaaathuuu']"
149,149,242,hi hasanminhaj  i think you have no idea between  article     and section    apparently it’s  article     not section   ,1,"['idea', 'article', 'section', 'article', 'section']"
150,150,243,to the so what else could govt have done question the way to do it is to elect a government every five years ask the people of kashmir through a special referendum – the part which is our control – do you want continuation of  article     or not  thequintcomvideosunderst    …,1,"['question', 'way', 'government', 'years', 'people', 'kashmir', 'referendum', 'part', 'control', 'continuation', 'article']"
151,151,244,wasnt confused about consequences of removing  article     amit shah    indiatodayinindiastorywa    …  via indiatoday,0,"['consequences', 'article', 'amit', 'shah', 'indiatodayinindiastorywa', 'indiatoday']"
152,152,249,seems you want to lecture me on so many things rather than discussing abrogation of  article     pl answer my very pointed question if wish to have discussion precise answer for a pointed question please,1,"['things', 'abrogation', 'article', 'question', 'discussion', 'answer', 'question']"
153,153,253,kashmir not happy with abrogation of  article     as media and govt claim       via youtube,0,"['abrogation', 'article', 'media', 'govt', 'claim', 'youtube']"
154,154,255,sikh community’s brave decision on kashmir  article     ii sikhs for jus       via youtube,1,"['community', 'decision', 'article', 'ii', 'sikhs', 'jus', 'youtube']"
155,155,258,article      a fresh view at   rediffcomnewsinterview    … ,1,"['article', 'view', 'rediffcomnewsinterview']"
156,156,260,answer to what are some surprising reactions you witnessed after scrapping  article     in jammu and kashmir by abhinaya roopa   quoracomwhataresome    …,1,"['reactions', 'article', 'jammu', 'kashmir', 'abhinaya', 'roopa', 'quoracomwhataresome']"
157,157,261, priyankagandhi  are you aware that  article        was inserted through back door in constitutionwithout going before parliament   members support so dont brag  behind constitution the problem of todays india is legacy of ptnehru  mrsgandhiur losing ground mam,0,"['priyankagandhi', 'article', 'door', 'constitutionwithout', 'parliament', 'members', 'constitution', 'problem', 'india', 'legacy', 'ptnehru', 'mrsgandhiur', 'ground', 'mam']"
158,158,262,article     kashmir news reuters report says  plus people teargassed and pelleted after friday prayers pti says all’s well and peaceful  newsxcomnationalartic    …,1,"['article', 'kashmir', 'news', 'reuters', 'report', 'people', 'friday', 'prayers', 'newsxcomnationalartic']"
159,159,263,article     gone from jk why congress opposed now seems apparent but will it ever be last in this partyson resigning  mother joining this is really a use of brute executive power in democratic replic,1,"['article', 'congress', 'partyson', 'mother', 'use', 'power', 'replic']"
160,160,265,anupam khers mother expressing her joy after hearing the news of the scrapping of  article     she is one of the thousands of kashmiri hindu who were driven out of kashmir by pakistan funded fundamentalistspls watch the video even if you dont understand the language   twittercomanupampkherst    …,1,"['khers', 'mother', 'joy', 'news', 'scrapping', 'article', 'thousands', 'kashmiri', 'hindu', 'kashmir', 'pakistan', 'fundamentalistspls', 'video', 'language']"
161,161,266,which world do you live in also have you turned a journalist suddenly after  article     abrogation,1,"['world', 'journalist', 'article', 'abrogation']"
162,162,267,new borders in india  with the dismantling of  article     the bharatiya janata party has stripped the indian state of jammu  and kashmir  of its autonomy check out gpf s weekly graphic  for more    ,1,"['borders', 'india', 'dismantling', 'article', 'janata', 'party', 'state', 'jammu', 'autonomy', 's', 'graphic']"
163,163,269,after congress opposition of abrogation of  article     many hardcore congress supporter s have stopped supporting congresspeople must realise that gandhi family has no interest in future of indiathey just want to rule india by importing voters from bangladesh,1,"['congress', 'opposition', 'abrogation', 'article', 'congress', 'supporter', 's', 'congresspeople', 'gandhi', 'family', 'interest', 'future', 'india', 'voters', 'bangladesh']"
164,164,271,i don’t understand the concept of ‘decisions’ with stakeholders in regards to    mufti and abdullahs were the most rewarded families because of the  article  and whole else is left hurriyat brain washed stone pelters“yank off the bandage” was the only way out   twittercomcchristinefair    …,1,"['concept', 'decisions', 'stakeholders', 'regards', 'mufti', 'abdullahs', 'families', 'article', 'hurriyat', 'brain', 'stone', 'bandage', 'way', 'twittercomcchristinefair']"
165,165,272,acxording to chidambaramjk was muslim majority that why bjp removed  article    oh thats why nehru given the gift of    only muslim majority stateif this  article  was so good why hindu majority state was not benefited by this  article muslim impeechment was started by nehru,1,"['chidambaramjk', 'majority', 'bjp', 'article', 'nehru', 'gift', 'majority', 'stateif', 'article', 'hindu', 'majority', 'state', 'article', 'impeechment', 'nehru']"
166,166,274,this tweet is for pakistan pm mr imran khan pls dont waste your time energy on removing  article     bcoz kashmir hum hindustaniyo ka tha hain aur rahega hindustan maa hain aur pakistan uska beta hain pakhumiliated ,0,"['tweet', 'pakistan', 'pm', 'imran', 'time', 'energy', 'article', 'bcoz', 'kashmir', 'hum', 'hindustaniyo', 'hain', 'aur', 'rahega', 'maa', 'hain', 'aur', 'pakistan', 'beta', 'hain']"
167,167,277,“don’t waste our time” sc slams advocate for filing a ‘defective petition’ against  article         download roz dhan app now    ,0,"['time', 'sc', 'advocate', 'petition', 'article', 'download', 'dhan']"
168,168,278,awareness of what lol called pr nothing else to ease the  article     backlash from the foreign media,1,"['awareness', 'lol', 'article', 'backlash', 'media']"
169,169,279,all opposition parties r just thinking how easily the   narendramodi  can remove  article     and  why nothing has happened yet they r expecting some tragedy so they can create issue they dont want any type of peace which is vry bad thinkingrahulchallengesmodi,0,"['opposition', 'parties', 'article', 'tragedy', 'issue', 'type', 'peace', 'thinkingrahulchallengesmodi']"
170,170,280,first of all its  article     not section    jahil hi rahoge jha bhi rahoge madarsha chap,1,"['article', 'madarsha', 'chap']"
171,171,281,do you realise what had happened in un  while pakistani media is busy in glorifying that kashmir is discussed internationally but reality is no one have said to india to revoke  article      they why pakistan wasted so much money when result is ,1,"['media', 'kashmir', 'reality', 'one', 'india', 'article', 'money', 'result']"
172,172,283,moeen theek kah raha hai  article     is a constitutional response to what we have been doing across loc since  that is no good policy post ,0,"['moeen', 'article', 'response', 'loc', 'policy', 'post']"
173,173,284,please mr gandhi take a break from your mobile phone why only you we all  will visit the valley have patience you will have different kashmir after few days moreover you visit or not it hardly matter because your partys stand on  article     is on confused mode,0,"['break', 'phone', 'valley', 'patience', 'kashmir', 'days', 'partys', 'article', 'mode']"
174,174,285,“scrapping  article     will increase terrorism in kashmir” former raw c       via youtube,0,"['article', 'terrorism', 'kashmir', 'c', 'youtube']"
175,175,287,maabetainfinite there is  article     in congress that no other then sonia family can be the president of the the familyparty therefore there is unrest in congress and few incidents of leavecongress are emerging pappu veil of secrecy is lifted regarding leavecongress  ,0,"['article', 'congress', 'family', 'president', 'familyparty', 'unrest', 'congress', 'incidents', 'leavecongress', 'pappu', 'veil', 'secrecy', 'leavecongress']"
176,176,289, un  amnesty  unwomen please dont watch  please actpatriarchy in garb of patriotism desperate men rush to find kashmiri girls after  article     is revoked       … kashmirisbleeding  endofkashmirblockade  kashmir  srinagar,0,"['amnesty', 'unwomen', 'garb', 'patriotism', 'men', 'kashmiri', 'girls', 'article', 'srinagar']"
177,177,291,we had invited  people but nobody will be able to comecouples in jammu and kashmir have had to cancel weddings in wake of the effective abrogation of  article     as a curfew and communications blackout has played havoc with everyday     ,1,"['people', 'comecouples', 'jammu', 'kashmir', 'weddings', 'wake', 'abrogation', 'article', 'curfew', 'communications', 'blackout', 'havoc']"
178,178,292,come on brother dont hide yourselves behind filthy logics article     has been revoked because it was being used by kashmiris against indiakashmiri muslims have taken anti india stand not same problem in sikkim,0,"['brother', 'yourselves', 'logics', 'article', 'kashmiris', 'muslims', 'india', 'problem', 'sikkim']"
179,179,295,article     kashmiri women become subject of lewd messages  viewpoint       via youtube,0,"['article', 'kashmiri', 'women', 'messages', 'viewpoint', 'youtube']"
180,180,297,prof hameeda naeem explains legal status of  article     on kashmir  correction she is not the daughter of the last ruler of kashmir however what is spoken is the truth and correct interpretation with respect to illegal occupation of india in kashmir  ,0,"['prof', 'naeem', 'status', 'article', 'correction', 'daughter', 'ruler', 'kashmir', 'truth', 'interpretation', 'respect', 'occupation', 'india']"
181,181,298,i as a inhabitant of jk along with all the inhabitants of jammu ladakh  kashmir welcome scrapping of  article     only those  who oppose scrapping of    are radicals and separatists who are supported by pakistan we r happy don’t nee you in jk,1,"['inhabitant', 'jk', 'inhabitants', 'jammu', 'ladakh', 'welcome', 'scrapping', 'article', 'scrapping', 'radicals', 'separatists', 'jk']"
182,182,299, webduniacheck  kashmirstandswithmodi   national conference challenges abrogation of  article     more details by   ,1,"['webduniacheck', 'kashmirstandswithmodi', 'conference', 'challenges', 'abrogation', 'article', 'details']"
183,183,300,jk journalist detained in midnight raid in valley first since  article     diluted  india news the indian express   indianexpresscomarticleindia    …  via indianexpress,1,"['journalist', 'midnight', 'raid', 'valley', 'article', 'india', 'news', 'indianexpresscomarticleindia', 'indianexpress']"
184,184,301,article     or triple talaq are old vexed matters on tt the muslim clergy is as aggrieved as hindu hardliners were when parliament legislated on hindu personal lawsmuslim clergy were clearly successful in making some muslim women defend something abhorent as nikah halala,1,"['article', 'talaq', 'matters', 'clergy', 'hindu', 'hardliners', 'parliament', 'hindu', 'lawsmuslim', 'clergy', 'women', 'nikah', 'halala']"
185,185,302, kashmirwithmodi today in the true sense is india united longstanding concerns of the people of jammu  kashmir and ladakh are finally being addressed with the end of  article     many discriminatory practices too came to an end via namo app,1,"['kashmirwithmodi', 'today', 'sense', 'india', 'concerns', 'people', 'jammu', 'kashmir', 'ladakh', 'end', 'article', 'practices', 'end', 'namo', 'app']"
186,186,303,this is how the  chess ♟ was played over the politics of kashmir for checkmating  article    bjp has done all of us himalayan proud  myindnethomeviewartic    …,1,"['chess', 'politics', 'kashmir', 'article', 'bjp']"
187,187,304,i see you arent aware of kashmiri pandits who are the original occupants of kashmir and were massacred in the  and made run away in millions if you read the horrific accounts you may rethink why its not a good idea for india to keep  article     only served one religion,0,"['pandits', 'occupants', 'kashmir', 'millions', 'accounts', 'idea', 'india', 'article', 'religion']"
188,188,307, shivaroor   the joke is in bad taste and doesn’t suit existing environment by this he is making a mockery of the kashmiri girls as situations have changed due to abrogation of  article     even before that one could marry a kashmiri but with no inheritance rights,0,"['shivaroor', 'joke', 'taste', 'environment', 'mockery', 'girls', 'situations', 'abrogation', 'article', 'kashmiri', 'inheritance', 'rights']"
189,189,308,assamharyanachandigharandhra pradesh were also changed  they’re hindu states but revocation of  article     for develoments  betterment’s these congress morons try to divide  rule   shameful señorita   twittercomindiatodaysta    …,0,"['hindu', 'states', 'revocation', 'article', 'betterment', 'congress', 'morons', 'rule', 'señorita', 'twittercomindiatodaysta']"
190,190,310, kashmirwithmodi  it is modi govt which is finally fulfilling the aspirations of the people of jk the tyranny of the decades old law finally came to an end by showing  article     the door the govt reiterates that jk is an integral part of indiavia namo app,1,"['govt', 'aspirations', 'people', 'tyranny', 'decades', 'law', 'end', 'article', 'door', 'govt', 'part', 'namo', 'app']"
191,191,311,how much u get for spreading fake news  removal of  article      showed real faces of our enemies,0,"['u', 'news', 'removal', 'article', 'faces', 'enemies']"
192,192,312,slap to both neighborhoods for scrapping  article     which is temporary status given by nehru govt china  pakistan  cant win with india anymore india is ruled with strong leadership under modi with full mandate given by voter of india no ball game with india anymore,1,"['neighborhoods', 'article', 'status', 'nehru', 'govt', 'china', 'pakistan', 'india', 'india', 'leadership', 'mandate', 'voter', 'india', 'ball', 'game', 'india']"
193,193,313,massive diplomatic win for pakistan on   unsc calls a conference tomorrow on indian barbarism in kashmir  unilateral abrogation of  article    for the first time in history unsc will be holding a session on kashmir  issue,1,"['win', 'pakistan', 'unsc', 'conference', 'tomorrow', 'barbarism', 'abrogation', 'article', 'time', 'history', 'unsc', 'session', 'issue']"
194,194,314, kashmiri pandits  kashmiri muslims  lashakis  jammu residents are happy with amendment of  article   ,1,"['kashmiri', 'pandits', 'kashmiri', 'muslims', 'jammu', 'residents', 'amendment', 'article']"
195,195,318,jammu kashmir live updates nc moves sc challenging presidential orders on  article                ,1,"['jammu', 'kashmir', 'updates', 'moves', 'orders', 'article']"
196,196,319,well i have just seen majorgauravarya  s defensive offense video on pak current diarrhea after  article     abrogation and major arya has also said these same things point by point line by linelooks like you are also a fan of major arya like me,1,"['majorgauravarya', 'offense', 'video', 'pak', 'diarrhea', 'article', 'abrogation', 'things', 'point', 'line', 'linelooks', 'fan']"
197,197,321,kashmir is gaining pace day by day towards peace  prosperity but some fake news  propaganda are trying their best to create hurdle just like  article     these hurdles are also temporary u already lost in unsc by  it is better to focus on ur economic crisis  balochistan,1,"['kashmir', 'pace', 'day', 'day', 'peace', 'prosperity', 'news', 'propaganda', 'hurdle', 'article', 'hurdles', 'u', 'unsc', 'crisis', 'balochistan']"
198,198,322,indian parliament scrapping  article     — wrong  majority indians in favour of revoking    — wrong  pakistan parliament declaring ahmadis non muslims — right              majority in pakistan united against ahmadis  right hypocrisy in my country  right,0,"['parliament', 'article', 'majority', 'indians', 'favour', 'pakistan', 'parliament', 'ahmadis', 'muslims', 'majority', 'pakistan', 'hypocrisy', 'country']"
199,199,325,voices from jk must be heard says manmohan singh in first remarks on  article      india news  times of india   timesofindiaindiatimescomindiavoicesf    …,1,"['voices', 'manmohan', 'singh', 'remarks', 'article', 'india', 'news', 'times', 'timesofindiaindiatimescomindiavoicesf']"
200,200,327,the people hindus muslims sikhs buddhists jains christians jews have voted in overwhelming majority for bjp and the congress has voted overwhelming majority for  article     revocation this is a legal process so lets go with democracy,1,"['people', 'muslims', 'sikhs', 'buddhists', 'jains', 'christians', 'jews', 'majority', 'bjp', 'congress', 'majority', 'article', 'revocation', 'process', 'democracy']"
201,201,329,one of the top legal authorities on  article     its easy to take the more dominating narrative calling these actions undemocratic  but this order was long overdue you may argue with the way it was implemented but cant fault the result    ,1,"['authorities', 'article', 'easy', 'narrative', 'actions', 'order', 'way', 'result']"
202,202,331,article     was a temporary arrangement but continued till recent time no kashmiris has benefited from this act only separatists india has every right to do the justice to its territory the abrogation of    is in the interest of kashmiris well being and prosperity   twittercombabitaphogats    …,1,"['article', 'arrangement', 'time', 'kashmiris', 'act', 'separatists', 'india', 'right', 'justice', 'territory', 'abrogation', 'interest', 'kashmiris', 'being', 'prosperity', 'twittercombabitaphogats']"
203,203,332,well sumanth ji can’t you accept j  k is peaceful after abrogation of  article       twittercomsumanthramans    …,1,"['k', 'abrogation', 'article', 'twittercomsumanthramans']"
204,204,335, independencedayindia     celebrations on oneindia one nation one constitution pm modi says on scrapping of  article    stay tuned for all the updates live     ,1,"['independencedayindia', 'celebrations', 'oneindia', 'nation', 'constitution', 'pm', 'article', 'updates']"
205,205,338,yes concentrate on your constituency as you hv lost your  relevance and exposed in north or central india here by opposing  article     be there at least for  month,0,"['constituency', 'relevance', 'north', 'india', 'article', 'month']"
206,206,339, bbchindi  was a follower of all videos posted by bbc after removal of  article     from jk seen only negative reporting from you guys a tweet from a comman man wont make and difference but u lost one follower,0,"['follower', 'videos', 'removal', 'article', 'reporting', 'guys', 'tweet', 'man', 'difference', 'u', 'follower']"
207,207,341,yes that was the one he is angry that  article     was revoked and he was asking for this rights,0,"['one', 'article', 'rights']"
208,208,342,the idiots saying it’s fake should enlarge the first pic and see what’s written on the white poster it says “abrogation of  article     not acceptable” these images are from indian occupied kashmir the flags of azad kashmir indicates people’s desire to merge with pakistan,0,"['idiots', 'pic', 'poster', 'abrogation', 'article', 'images', 'kashmir', 'flags', 'azad', 'kashmir', 'people', 'desire', 'pakistan']"
209,209,343,britain called us as indian occupied kashmir while kashmir is now being integrated fully into india minus the idiotic  article     here is what real united kingdom looks like please  use this map for any future reference in solidarity with people who continue to be occupied by uk  ,0,"['britain', 'kashmir', 'india', 'article', 'kingdom', 'map', 'reference', 'solidarity', 'people', 'uk']"
210,210,344,kashmir is happy post  article     only idiots from al jazeera are promoting some fake news from old pictures   twittercommaheshjoshimj    …,0,"['kashmir', 'article', 'idiots', 'news', 'pictures', 'twittercommaheshjoshimj']"
211,211,345, kashmirwithmodi  it is modi govt which is finally fulfilling the aspirations of the people of jk the tyranny of the decades old law finally came to an end by showing  article     the door the govt reiterates that jk is an integral part of indiavia namo app,1,"['govt', 'aspirations', 'people', 'tyranny', 'decades', 'law', 'end', 'article', 'door', 'govt', 'part', 'namo', 'app']"
212,212,346,article     why modi’s kashmir strategy can also save silicon valley   indiatodayinnewsanalysis    …  via indiatoday  most stupid comparison by an innocent kid,1,"['article', 'strategy', 'silicon', 'valley', 'indiatodayinnewsanalysis', 'comparison', 'kid']"
213,213,348, narendramodi  sir abolishing  article     is a good decision proud of you,1,"['narendramodi', 'sir', 'article', 'decision']"
214,214,350,   always thought that chidambaram was a intelligent person but fail to understand his statement if it were a hindu dominated place would there be a    in the first place in which case we should have had    in whole of indiaproves he is politician not a statesman,1,"['person', 'statement', 'hindu', 'place', 'place', 'case', 'whole', 'indiaproves', 'politician', 'statesman']"
215,215,351,before august    what’s   dynasty bhakts it is just an  article  nehru imposed to protect whole jammu  kashmirafter august   what’s  article     dynasty bhakts kashmiri muslims are in danger goi wants to change demographyoh not jammu    twittercomjhasanjaystat    …,1,"['august', 'dynasty', 'bhakts', 'article', 'nehru', 'jammu', 'kashmirafter', 'august', 'article', 'dynasty', 'bhakts', 'kashmiri', 'muslims', 'danger', 'goi', 'demographyoh', 'twittercomjhasanjaystat']"
216,216,352, bignews  home minister amitshah  while addressing a gathering at jind in haryana  said pm narendramodi  scrapped  article     in  days which congress  government couldn’t do in  years due to vote bank politics pictwittercomihdsmoxlto,0,"['home', 'minister', 'amitshah', 'gathering', 'jind', 'pm', 'narendramodi', 'article', 'days', 'congress', 'government', 'years', 'bank', 'politics', 'pictwittercomihdsmoxlto']"
217,217,353,for indians jamu  kasmir was it is and it will remain integral part of india with or without     article  it was settled in  when raja hari singh accepted accession to indian  later this bill came just to  pleased few familes and make them rich  and now gone,1,"['indians', 'kasmir', 'part', 'india', 'article', 'hari', 'singh', 'accession', 'bill', 'familes']"
218,218,354,here is sombu raman as usual letting his loyalty to dmk and congress get the better of his senses and national interest did nehru ask the country before imposing  article     and inserting through back door    twittercomsumanthramans    …,1,"['sombu', 'raman', 'loyalty', 'dmk', 'congress', 'senses', 'interest', 'nehru', 'country', 'article', 'door', 'twittercomsumanthramans']"
219,219,358,the best   talk by kumar vishwas on  article                    … ,1,"['talk', 'article']"
220,220,359,justice d hariparanthaman on cancellation of speech on  article     at the madras bar association “it is a negative trend and more than emergency” arivalayam  dmkitwing  pchidambaramin  inctamilnadu  cpimspeak  derekobrienmp  vijayanpinarayi  mkstalin  kanimozhidmk  twittercomsuchitravstat    …,1,"['justice', 'd', 'hariparanthaman', 'cancellation', 'speech', 'article', 'bar', 'association', 'trend', 'emergency', 'pchidambaramin', 'cpimspeak', 'kanimozhidmk', 'twittercomsuchitravstat']"
221,221,362,indian high commissioner to napakistan  ajay bisaria left  new delhi on saturday napak on wednesday had asked indian government  call back bisaria following centres decision to scrap  article    decision was taken during rubberstamp nsc meetingwelldont really matter,1,"['commissioner', 'ajay', 'delhi', 'government', 'centres', 'decision', 'article', 'decision', 'nsc', 'meetingwelldont']"
222,222,364, pmoindia  why congress is helping pak  create a kind of propaganda which can spoil d climate which came after removal of  article     in kashmirv want  c development should take place there like other part of indiathey were helping two families not people of  ,1,"['pmoindia', 'congress', 'pak', 'kind', 'propaganda', 'd', 'climate', 'removal', 'article', 'kashmirv', 'c', 'development', 'place', 'part', 'families', 'people']"
223,223,365,shame on all powerful indians who are planning forced marriages with kashmiri girls after removing  article     and  cc bbhuttozardari  bakhtawarbz  aseefabz  sherryrehman  senrehmanmalik  realdonaldtrump un  unpga   justintrudeau ⁩   nowwecanbringkashmirigirlsformarriagesaysharyanacmmanoharlalkhattar   …,0,"['shame', 'indians', 'marriages', 'girls', 'article', 'bakhtawarbz', 'sherryrehman', 'realdonaldtrump', 'unpga', 'justintrudeau', 'nowwecanbringkashmirigirlsformarriagesaysharyanacmmanoharlalkhattar']"
